spot,phase,lambda_R16,lambdaerr_R16,chi2_R16,ndf_R16,chi2ndf_R16,fit_status_R16,covmatrix_status_R16,edm_R16,converged_R16,lambda_R24,lambdaerr_R24,chi2_R24,ndf_R24,chi2ndf_R24,fit_status_R24,covmatrix_status_R24,edm_R24,converged_R24
12,annealing_T=75_h=25,0.140283,0.0086526,66.7371,2,33.3686,0,3,1.36317e-07,1,0.179527,0.016817,75.2614,2,37.6307,0,3,7.90845e-08,1
13,annealing_T=75_h=25,0.0648465,0.0028082,182.772,2,91.3861,0,3,4.45051e-06,1,0.0868451,0.00373717,150.76,2,75.3798,0,3,3.00799e-06,1
14,annealing_T=75_h=25,0.0724658,0.000448771,94.3862,2,47.1931,0,3,6.05526e-08,1,0.0728168,0.000619242,40.9552,2,20.4776,0,3,1.35632e-06,1
15,annealing_T=75_h=25,0.0738734,0.00331325,7.65223,2,3.82612,0,3,5.46786e-07,1,0.0626401,0.00484562,15.3845,2,7.69226,0,3,7.0678e-07,1
16,annealing_T=75_h=25,0.120892,0.00943726,37.0142,2,18.5071,0,3,2.09499e-08,1,0.128707,0.0162081,19.8568,2,9.92839,0,3,1.74044e-07,1
17,annealing_T=75_h=25,0.0569347,0.00721362,21.6983,2,10.8491,0,3,1.63651e-09,1,0.0692375,0.0097955,89.5318,2,44.7659,0,3,1.15251e-06,1
18,annealing_T=75_h=25,0.0883416,0.00300487,20.4138,2,10.2069,0,3,9.93049e-06,1,0.0846695,0.00491848,37.1956,2,18.5978,0,3,1.77342e-08,1
19,annealing_T=75_h=25,0.0611098,0.00028178,27.1974,2,13.5987,0,3,3.33627e-07,1,0.0597362,0.00032286,42.4482,2,21.2241,0,3,8.9856e-10,1
20,annealing_T=75_h=25,0.0487922,0.00335852,39.4334,2,19.7167,0,3,1.0763e-08,1,0.0624552,0.00567314,60.3165,2,30.1582,0,3,1.45104e-08,1
21,annealing_T=75_h=25,0.0653622,0.000888132,228.554,2,114.277,0,3,1.6717e-07,1,0.067619,0.00119437,249.995,2,124.998,0,3,6.32396e-08,1
22,annealing_T=75_h=25,0.0741571,0.00358179,89.7369,2,44.8684,0,3,1.63916e-06,1,0.0820442,0.00578437,55.6719,2,27.836,0,3,4.36551e-06,1
23,annealing_T=75_h=25,0.0440359,0.00111576,13.1847,2,6.59234,0,3,9.91826e-08,1,0.0467407,0.00157859,16.0897,2,8.04483,0,3,3.83242e-08,1
24,annealing_T=75_h=25,0.0927504,0.00619648,0.282328,2,0.141164,0,3,1.35161e-05,1,0.116594,0.00819093,24.812,2,12.406,0,3,5.81551e-07,1
25,annealing_T=75_h=25,0.091274,0.00140067,10.6241,2,5.31206,0,3,4.23092e-09,1,0.0913756,0.00194562,3.28447,2,1.64223,0,3,2.86409e-09,1
26,annealing_T=75_h=25,0.0523569,0.0037585,2.8314,2,1.4157,0,3,1.452e-07,1,0.0467918,0.00593614,4.95233,2,2.47617,0,3,5.06913e-06,1
27,annealing_T=75_h=25,0.132209,0.00813422,93.3487,2,46.6744,0,3,3.68975e-08,1,0.226918,0.0233696,55.0023,2,27.5011,0,3,6.01891e-07,1
28,annealing_T=75_h=25,0.00428268,0.00215239,846.758,2,423.379,0,3,6.06361e-06,1,-0.000978073,0.00302169,563.157,2,281.579,0,3,8.84583e-10,1
29,annealing_T=75_h=25,0.0834129,0.00248565,64.4205,2,32.2103,0,3,1.65253e-06,1,0.0884932,0.00330561,144.888,2,72.4442,0,3,1.73116e-07,1
30,annealing_T=75_h=25,0.0968427,0.00340996,126.227,2,63.1134,0,3,1.9265e-08,1,0.0839539,0.00579593,287.675,2,143.838,0,3,1.40092e-07,1
31,annealing_T=75_h=25,0.0655275,0.000184763,158.071,2,79.0356,0,3,7.23266e-10,1,0.0660904,0.00019754,250.767,2,125.383,0,3,1.55367e-07,1
32,annealing_T=75_h=25,0.028233,0.00452126,12.3868,2,6.19341,0,3,2.64214e-08,1,-0.0740182,0.00821168,4.06707,2,2.03354,0,3,3.25904e-07,1
33,annealing_T=75_h=25,0.0799084,0.00127797,11.057,2,5.52849,0,3,4.14019e-08,1,0.0781246,0.00159045,22.8525,2,11.4263,0,3,8.05876e-07,1
34,annealing_T=75_h=25,0.0767559,0.00459206,42.5683,2,21.2841,0,3,4.82548e-07,1,0.0574699,0.00739052,20.0666,2,10.0333,0,3,6.58343e-08,1
35,annealing_T=75_h=25,-0.0377035,0.00100493,1857.95,2,928.976,0,3,1.55213e-07,1,-0.0377745,0.00177312,715.251,2,357.626,0,3,1.48803e-06,1
36,annealing_T=75_h=25,0.0840979,0.0169105,119.797,2,59.8986,0,3,1.03875e-06,1,-2.36274,0.29349,9.73017,2,4.86509,4,1,0.000371887,0
37,annealing_T=75_h=25,-0.69298,0.415204,97.1988,2,48.5994,0,3,1.01019e-05,1,-0.0810335,0.0326162,20.6653,2,10.3326,0,3,7.15495e-07,1
38,annealing_T=75_h=25,0.150548,0.00680282,2.8847,2,1.44235,0,3,2.79991e-08,1,0.134914,0.0111456,16.8056,2,8.40279,0,3,1.70416e-07,1
39,annealing_T=75_h=25,0.0730939,0.00474757,21.8899,2,10.9449,0,3,1.52417e-06,1,0.0750027,0.00815211,50.1239,2,25.0619,0,3,5.71994e-07,1
40,annealing_T=75_h=25,0.0538226,0.00374682,41.7374,2,20.8687,0,3,1.08953e-08,1,0.0474294,0.00562914,8.00038,2,4.00019,0,3,1.26147e-07,1
41,annealing_T=75_h=25,0.0774267,0.00628559,22.0824,2,11.0412,0,3,7.74272e-08,1,0.0843183,0.00747716,95.6277,2,47.8138,0,3,3.87736e-06,1
42,annealing_T=75_h=25,0.0790154,0.00161957,55.2568,2,27.6284,0,3,5.08235e-07,1,0.076336,0.00219048,10.224,2,5.11202,0,3,1.9542e-07,1
43,annealing_T=75_h=25,0.00222819,0.00150118,935.926,2,467.963,0,3,4.24525e-06,1,-0.00436183,0.00217247,301.24,2,150.62,0,3,1.12734e-08,1
44,annealing_T=75_h=25,0.0604468,0.000439451,91.2675,2,45.6338,0,3,4.56885e-06,1,0.0639563,0.000569416,35.5993,2,17.7996,0,3,1.14069e-06,1
45,annealing_T=75_h=25,0.097231,0.00367553,58.0173,2,29.0086,0,3,8.40436e-08,1,0.101926,0.00552569,10.3236,2,5.1618,0,3,3.03382e-10,1
46,annealing_T=75_h=25,0.102721,0.00680762,22.3238,2,11.1619,0,3,7.31954e-07,1,0.135662,0.0150033,38.783,2,19.3915,0,3,2.00114e-08,1
47,annealing_T=75_h=25,0.20608,0.0154794,3.18676,2,1.59338,0,3,8.04218e-06,1,0.239718,0.0181283,2.2767,2,1.13835,0,3,1.58525e-05,1
48,annealing_T=75_h=25,0.033235,0.00442523,21.185,2,10.5925,0,3,7.35473e-06,1,0.0328253,0.0070892,11.3193,2,5.65966,0,3,8.39109e-09,1
49,annealing_T=75_h=25,0.126028,0.00860673,3.85964,2,1.92982,0,3,1.71193e-08,1,0.149811,0.0131591,6.30729,2,3.15365,0,3,2.36889e-08,1
50,annealing_T=75_h=25,0.0481703,0.000330457,879.645,2,439.823,0,3,1.13961e-07,1,0.0481893,0.000328859,933.195,2,466.597,0,3,4.03447e-08,1
51,annealing_T=75_h=25,0.0578,0.000759324,16.5803,2,8.29014,0,3,2.62873e-08,1,0.0594376,0.00102,28.2591,2,14.1296,0,3,2.80584e-08,1
52,annealing_T=75_h=25,0.0860159,0.00137303,20.7354,2,10.3677,0,3,4.19834e-10,1,0.0771363,0.00204477,15.8193,2,7.90964,0,3,1.35688e-08,1
53,annealing_T=75_h=25,0.0732762,0.000762904,483.022,2,241.511,0,3,2.09942e-08,1,0.075662,0.00103304,301.644,2,150.822,0,3,3.84023e-07,1
54,annealing_T=75_h=25,-0.621739,0.014093,2519.78,2,1259.89,0,3,1.73607e-06,1,-0.780555,0.0330154,841.327,2,420.663,0,3,6.52408e-07,1
55,annealing_T=75_h=25,0.0608714,0.000552987,57.457,2,28.7285,0,3,4.48826e-10,1,0.0620678,0.000642122,1.32373,2,0.661865,0,3,2.94146e-07,1
56,annealing_T=75_h=25,0.0952068,0.00313642,15.3073,2,7.65363,0,3,2.91906e-06,1,0.107981,0.0050134,39.5175,2,19.7587,0,3,1.94811e-10,1
57,annealing_T=75_h=25,0.0701981,0.00289865,81.2044,2,40.6022,0,3,6.17945e-08,1,0.059335,0.00435038,67.8568,2,33.9284,0,3,2.85939e-07,1
58,annealing_T=75_h=25,0.0563073,0.000803367,2314.14,2,1157.07,0,3,6.29798e-07,1,0.0549499,0.000811822,2269.68,2,1134.84,0,3,1.2991e-06,1
59,annealing_T=75_h=25,1.50065,0.0732177,10.797,2,5.39851,4,1,0.00918816,0,-1.54685,0.0541413,17.3393,2,8.66966,4,1,0.325231,0
60,annealing_T=75_h=25,0.102013,0.0116738,75.8325,2,37.9163,0,3,1.51158e-06,1,0.0184652,0.0214965,42.3883,2,21.1941,0,3,1.9362e-06,1
61,annealing_T=75_h=25,0.0709757,0.000685427,86.3372,2,43.1686,0,3,2.11904e-06,1,0.0694897,0.000856409,101.162,2,50.5811,0,3,1.20904e-07,1
62,annealing_T=75_h=25,0.0373636,0.00574012,164.12,2,82.06,0,3,8.57855e-09,1,0.0242575,0.00930571,99.4666,2,49.7333,0,3,1.67266e-07,1
63,annealing_T=75_h=25,0.0726884,0.00516033,4.36356,2,2.18178,0,3,5.32802e-06,1,0.0449221,0.00884137,40.9699,2,20.4849,0,3,5.78944e-08,1
64,annealing_T=75_h=25,0.0797839,0.00409629,36.8718,2,18.4359,0,3,1.01214e-07,1,0.0717342,0.00628975,20.2313,2,10.1156,0,3,6.58016e-08,1
65,annealing_T=75_h=25,0.0471213,0.00156172,1581.61,2,790.806,0,3,2.99688e-07,1,0.0462249,0.0017556,1170.26,2,585.13,0,3,6.02621e-07,1
66,annealing_T=75_h=25,0.0432861,0.0073246,37.7945,2,18.8973,0,3,5.41792e-06,1,0.130513,0.0159482,51.3272,2,25.6636,0,3,3.00344e-07,1
67,annealing_T=75_h=25,0.0555224,0.00386695,40.958,2,20.479,0,3,5.40652e-07,1,0.0505432,0.00585527,20.9787,2,10.4894,0,3,1.30632e-08,1
68,annealing_T=75_h=25,0.0544867,0.000439834,64.2457,2,32.1228,0,3,2.17204e-09,1,0.0543296,0.000543126,49.872,2,24.936,0,3,2.62413e-06,1
69,annealing_T=75_h=25,0.0445204,0.000348686,238.84,2,119.42,0,3,2.26747e-08,1,0.0452405,0.000373638,197.408,2,98.7041,0,3,1.77146e-09,1
70,annealing_T=75_h=25,0.101708,0.00565926,12.3622,2,6.1811,0,3,2.16205e-07,1,0.115773,0.00781131,52.1433,2,26.0717,0,3,1.63753e-07,1
71,annealing_T=75_h=25,0.0579392,0.0012797,43.7374,2,21.8687,0,3,1.11586e-07,1,0.0501511,0.00211675,50.8237,2,25.4119,0,3,1.16574e-06,1
72,annealing_T=75_h=25,0.0536061,0.00492786,78.1108,2,39.0554,0,3,2.00439e-09,1,0.0292447,0.00870929,62.3128,2,31.1564,0,3,7.42622e-10,1
73,annealing_T=75_h=25,0.0919412,0.00240123,55.8874,2,27.9437,0,3,1.12817e-07,1,0.103881,0.00393178,39.0009,2,19.5004,0,3,2.05345e-06,1
74,annealing_T=75_h=25,0.084702,0.00187919,59.2293,2,29.6147,0,3,2.25038e-08,1,0.0881877,0.00266309,111.393,2,55.6967,0,3,4.76504e-07,1
75,annealing_T=75_h=25,0.0271012,0.0430642,23.8342,2,11.9171,0,3,5.50655e-06,1,0.0927902,0.153765,39.6772,2,19.8386,0,3,7.03508e-06,1
76,annealing_T=75_h=25,-0.239652,0.164375,9.56044,2,4.78022,0,3,6.9775e-07,1,0.115734,0.0454873,13.187,2,6.59348,0,3,4.5274e-06,1
77,annealing_T=75_h=25,0.109845,0.00810775,4.66648,2,2.33324,0,3,1.10654e-07,1,0.082555,0.0148486,26.1791,2,13.0896,0,3,2.91963e-07,1
78,annealing_T=75_h=25,0.0722867,0.00240988,41.9074,2,20.9537,0,3,5.74221e-06,1,0.0541895,0.00400999,51.3027,2,25.6513,0,3,3.47071e-09,1
79,annealing_T=75_h=25,0.0721256,0.00979141,3.05581,2,1.52791,0,3,7.29302e-09,1,0.0989376,0.0162689,13.3823,2,6.69115,0,3,1.71889e-09,1
80,annealing_T=75_h=25,0.0488586,0.000326907,119.26,2,59.6302,0,3,2.39128e-08,1,0.0505022,0.000403989,311.56,2,155.78,0,3,2.21252e-07,1
81,annealing_T=75_h=25,0.0676587,0.000266809,37.6247,2,18.8123,0,3,1.65905e-09,1,0.0674088,0.000319548,64.3506,2,32.1753,0,3,1.41278e-08,1
82,annealing_T=75_h=25,0.0805546,0.00411489,3.38123,2,1.69061,0,3,6.21687e-06,1,0.0818792,0.00649458,12.4234,2,6.21168,0,3,8.21866e-06,1
83,annealing_T=75_h=25,0.0744181,0.000434487,14.2077,2,7.10386,0,3,6.30146e-06,1,0.0766116,0.000579429,33.1278,2,16.5639,0,3,4.89632e-08,1
84,annealing_T=75_h=25,-0.131816,0.175472,50.6501,2,25.3251,0,3,3.63508e-08,1,-0.145634,0.0449354,65.6042,2,32.8021,0,3,1.8172e-06,1
85,annealing_T=75_h=25,0.0736042,0.000370688,109.563,2,54.7817,0,3,8.71902e-10,1,0.0740065,0.000434205,19.4136,2,9.70682,0,3,8.07201e-09,1
86,annealing_T=75_h=25,0.0262098,0.000539622,6495.74,2,3247.87,0,3,2.79081e-08,1,0.0258838,0.000660973,4215.66,2,2107.83,0,3,3.17769e-06,1
87,annealing_T=75_h=25,0.0922311,0.00441147,8.48971,2,4.24485,0,3,1.47891e-08,1,0.115768,0.00688271,6.62869,2,3.31434,0,3,3.86363e-06,1
88,annealing_T=75_h=25,0.319927,0.0986304,82.0741,2,41.037,0,3,1.17317e-06,1,-0.0196119,0.0936208,30.7032,2,15.3516,0,3,3.64589e-07,1
