spot,x,y,phase,A,A_stat_error,lambda,lambda_stat_error,deltaLambda,chi2,ndf,chi2ndf,prob,fit_status,covmatrix_status,edm,converged
28,1088.19,911.67,annealing_T=75_h=25,119.278,6.05847,0.00253467,0.00256737,0.00351274,669.669,2,334.834,3.83081e-146,0,3,2.84884e-06,1
29,1089.06,689.16,annealing_T=75_h=25,17.5581,1.07234,0.0902746,0.00287837,0.00686173,138.279,2,69.1394,9.40059e-31,0,3,2.22619e-07,1
30,1149.46,430.27,annealing_T=75_h=25,6.86459,0.677263,0.103068,0.00473347,0.0191144,108.393,2,54.1965,2.90243e-24,0,3,3.10564e-07,1
31,1170.37,241.37,annealing_T=75_h=25,924.677,3.6826,0.0656206,0.000193938,0.000469762,192.566,2,96.283,1.53049e-42,0,3,3.50994e-08,1
32,1180.82,594.91,annealing_T=75_h=25,39.6092,4.24155,0.0079007,0.00534534,0.0819189,7.17648,2,3.58824,0.0276469,0,3,6.46746e-10,1
33,1228.01,668.95,annealing_T=75_h=25,61.2494,1.83422,0.0792652,0.00144292,0.00114064,27.3286,2,13.6643,1.16326e-06,0,3,1.09838e-07,1
34,1242.16,155.99,annealing_T=75_h=25,11.7154,1.43656,0.07425,0.00591758,0.0167801,18.882,2,9.441,7.94007e-05,0,3,5.34572e-07,1
35,1244.97,485.74,annealing_T=75_h=25,424.342,12.4383,-0.0398321,0.00147101,0.00212855,943.81,2,471.905,1.13337e-205,0,3,1.15942e-07,1
36,1254.62,598.09,annealing_T=75_h=25,0.364896,0.382604,0.135029,0.0490156,0,55.0354,2,27.5177,1.12e-12,0,3,1.20648e-07,1
37,1255.51,234.77,annealing_T=75_h=25,-413.78,328.038,-0.215215,0.0434989,0.477765,32.1908,2,16.0954,1.02295e-07,0,3,7.63998e-06,1
38,1267.11,414.9,annealing_T=75_h=25,1.48727,0.289384,0.151912,0.00905193,0.0169982,14.584,2,7.29202,0.000680948,0,3,3.21365e-08,1
39,1287.56,875.76,annealing_T=75_h=25,13.0155,1.60532,0.0696963,0.00597328,0.00530637,27.8555,2,13.9278,8.93825e-07,0,3,3.59602e-07,1
40,1293.62,322.43,annealing_T=75_h=25,20.1392,1.81422,0.0597428,0.00438333,0.0123134,5.17959,2,2.58979,0.0750355,0,3,2.13703e-06,1
41,1321.77,75.13,annealing_T=75_h=25,11.8455,1.63117,0.070978,0.00657003,0.0133403,59.2191,2,29.6095,1.38273e-13,0,3,2.29553e-08,1
42,1372.5,812.9,annealing_T=75_h=25,42.7836,1.64068,0.0720207,0.0018332,0.00699468,27.8739,2,13.937,8.85631e-07,0,3,3.04655e-10,1
43,1375.9,914.55,annealing_T=75_h=25,218.666,7.86351,-0.00389581,0.00179791,0.006124,563.345,2,281.673,4.68964e-123,0,3,9.91631e-08,1
44,1497.35,510.23,annealing_T=75_h=25,176.739,1.71188,0.0613697,0.000473469,0.00258662,46.1951,2,23.0976,9.30806e-11,0,3,1.75348e-07,1
45,1502.97,865.83,annealing_T=75_h=25,6.76085,0.623109,0.11358,0.00439389,0.0163489,31.6803,2,15.8401,1.32043e-07,0,3,2.37932e-07,1
46,1537.42,407.53,annealing_T=75_h=25,2.77645,0.586644,0.122623,0.00996958,0.0199023,5.57824,2,2.78912,0.0614753,0,3,2.09719e-07,1
47,1585.57,813.87,annealing_T=75_h=25,0.197808,0.0859597,0.229491,0.0197671,0.0234108,5.48602,2,2.74301,0.0643762,0,3,1.53124e-06,1
48,1584.85,653.86,annealing_T=75_h=25,26.9853,3.08577,0.0307175,0.00560695,0.0025175,13.1625,2,6.58123,0.00138614,0,3,4.8473e-07,1
49,1617.84,707.07,annealing_T=75_h=25,1.25728,0.292987,0.15355,0.0108814,0.0275225,1.43846,2,0.719231,0.487127,0,3,1.43726e-07,1
50,1732.95,725.27,annealing_T=75_h=25,2009.97,13.2729,0.048253,0.000328996,8.27071e-05,886.249,2,443.125,3.57645e-193,0,3,6.7209e-08,1
51,1773.15,481.01,annealing_T=75_h=25,128.84,2.34131,0.0607815,0.000877788,0.00298152,23.7542,2,11.8771,6.94763e-06,0,3,5.00619e-07,1
52,1783.19,558.36,annealing_T=75_h=25,38.8277,1.30998,0.0825022,0.00162776,0.00536591,30.0188,2,15.0094,3.03047e-07,0,3,2.23656e-08,1
53,1821.41,359.88,annealing_T=75_h=25,80.4128,1.45737,0.0731046,0.000876751,0.00255744,316.552,2,158.276,1.8264e-69,0,3,2.22823e-07,1
54,1821.41,996.4,annealing_T=75_h=25,1.64832e+07,4.83939e+06,-0.659948,0.0171134,0.120607,1285.92,2,642.96,5.8327e-280,0,3,2.55207e-06,1
55,1851.71,560.98,annealing_T=75_h=25,246.126,3.05146,0.0612562,0.000607723,0.000811552,12.1508,2,6.07541,0.00229871,0,3,1.92733e-08,1
56,95.36,355.41,annealing_T=75_h=25,13.1678,1.06979,0.0893758,0.00391088,0.0186052,38.5709,2,19.2855,4.21147e-09,0,3,4.12302e-06,1
57,455.83,769.99,annealing_T=75_h=25,25.0492,1.85456,0.0594104,0.00358467,0.0107877,50.7527,2,25.3764,9.53214e-12,0,3,2.89556e-06,1
58,514.51,883.24,annealing_T=75_h=25,475.226,7.51096,0.0560968,0.000801891,0.00114686,2279.72,2,1139.86,0,0,3,3.54019e-08,1
59,701.14,368.89,annealing_T=75_h=25,-3.75451e+09,1.60707e+10,-1.2102,0.251667,0,23.1524,2,11.5762,9.38699e-06,1,2,1.62656e-05,0
60,740.09,314.55,annealing_T=75_h=25,4.54273,1.50186,0.0720903,0.0158949,0.0536251,89.5668,2,44.7834,3.55485e-20,0,3,3.35656e-08,1
61,908.12,732.96,annealing_T=75_h=25,115.129,1.85481,0.0698534,0.000782509,0.00112234,92.9442,2,46.4721,6.56777e-21,0,3,1.186e-07,1
62,1177.23,931.32,annealing_T=75_h=25,25.1923,3.80225,0.0227138,0.00743866,0.0146498,143.027,2,71.5137,8.74991e-32,0,3,5.54815e-07,1
63,1323.28,531.27,annealing_T=75_h=25,14.1793,1.93412,0.0602312,0.00659953,0.0153091,33.3849,2,16.6925,5.63067e-08,0,3,6.56225e-08,1
64,1653.44,631.8,annealing_T=75_h=25,14.0201,1.44786,0.0706241,0.00495206,0.00915981,41.4667,2,20.7334,9.89964e-10,0,3,1.04446e-08,1
65,1845.76,892.77,annealing_T=75_h=25,123.474,4.02599,0.0491999,0.0016147,0.00297497,1335.32,2,667.662,1.09173e-290,0,3,2.3506e-07,1
66,587.17,496.47,annealing_T=75_h=25,9.48248,1.86651,0.0543219,0.00943468,0.0761911,39.4833,2,19.7417,2.66874e-09,0,3,7.75203e-06,1
67,1464.56,947.06,annealing_T=75_h=25,29.2138,2.84772,0.0472556,0.00475403,0.0082668,11.0853,2,5.54265,0.00391614,0,3,1.91489e-07,1
68,1617.26,990.45,annealing_T=75_h=25,249.123,2.4944,0.0541016,0.000487364,0.00038506,23.5996,2,11.7998,7.50617e-06,0,3,4.47626e-09,1
69,1088.77,525.06,annealing_T=75_h=25,725.413,5.52432,0.044407,0.000360484,0.00083348,202.528,2,101.264,1.05074e-44,0,3,1.49109e-08,1
70,1387.93,120.06,annealing_T=75_h=25,4.71122,0.702339,0.11653,0.00704411,0.0148222,37.3432,2,18.6716,7.78066e-09,0,3,4.11972e-08,1
71,1404.5,209.21,annealing_T=75_h=25,58.1294,2.02774,0.0564536,0.00170386,0.00630249,29.7886,2,14.8943,3.40008e-07,0,3,1.42289e-07,1
72,1425.02,354.88,annealing_T=75_h=25,24.9082,3.41673,0.0317035,0.00667043,0.0219026,47.6607,2,23.8304,4.4731e-11,0,3,1.10923e-06,1
73,636.75,916.39,annealing_T=75_h=25,13.0814,0.817624,0.0994778,0.00295596,0.00753662,48.9306,2,24.4653,2.37054e-11,0,3,5.91989e-09,1
74,860.52,473.69,annealing_T=75_h=25,27.3831,1.24049,0.0801575,0.00215962,0.00803022,112.397,2,56.1985,3.92008e-25,0,3,5.56784e-06,1
75,1177.23,652.6,annealing_T=75_h=25,3.63372e+12,7.20186e+12,-1.58298,0.118708,1.67577,48.587,2,24.2935,2.81491e-11,4,1,0.0040767,0
76,1598.55,321.37,annealing_T=75_h=25,-0.0111263,0.0225118,0.297964,0.0911504,0.537616,3.21535,2,1.60767,0.200353,0,3,4.56309e-06,1
77,1680.42,254.45,annealing_T=75_h=25,4.75943,0.94638,0.097782,0.00944346,0.015227,6.38837,2,3.19419,0.0409999,0,3,2.95242e-06,1
78,1723.33,806.39,annealing_T=75_h=25,27.378,1.74924,0.0655672,0.00307774,0.0113777,21.3388,2,10.6694,2.32451e-05,0,3,4.12101e-07,1
79,573.94,124.39,annealing_T=75_h=25,9.20061,2.31597,0.0575533,0.0122267,0.0413843,3.6802,2,1.8401,0.158801,0,3,1.51529e-06,1
80,831.57,886.47,annealing_T=75_h=25,390.27,2.89001,0.0493329,0.000361866,0.00116927,182.592,2,91.2959,2.24224e-40,0,3,8.34589e-07,1
81,913.25,408.38,annealing_T=75_h=25,361.652,2.13025,0.0677555,0.000287507,0.000346674,52.4306,2,26.2153,4.11954e-12,0,3,4.04528e-08,1
82,1537.11,139.07,annealing_T=75_h=25,12.9132,1.31834,0.0824189,0.00487316,0.00186432,14.2668,2,7.13341,0.000797992,0,3,6.00902e-06,1
83,1558.55,210.1,annealing_T=75_h=25,163.983,1.72091,0.0744456,0.000508515,0.00216595,5.25033,2,2.62516,0.0724279,0,3,4.01236e-08,1
84,1735.76,910.82,annealing_T=75_h=25,-21.8432,17.5751,-0.0584262,0.0410118,0.0872078,61.8031,2,30.9015,3.79868e-14,0,3,2.28995e-07,1
85,1769.97,210.83,annealing_T=75_h=25,231.623,1.90996,0.0743597,0.000397734,0.000755472,26.8455,2,13.4228,1.48103e-06,0,3,1.44773e-08,1
86,490.02,98.85,annealing_T=75_h=25,413.242,4.88251,0.0251696,0.000590991,0.0010402,5588.35,2,2794.17,0,0,3,6.45341e-06,1
87,792.1,250.31,annealing_T=75_h=25,5.78514,0.698159,0.110231,0.00569218,0.0179999,3.82522,2,1.91261,0.147695,0,3,2.01772e-08,1
88,1096.47,199.77,annealing_T=75_h=25,-1.61179e+15,2.66541e+15,-1.92262,0.117954,2.24254,2.62986,2,1.31493,0.268493,4,1,0.005753,0
