spot,phase,lambda_R16,lambdaerr_R16,chi2_R16,ndf_R16,chi2ndf_R16,fit_status_R16,covmatrix_status_R16,edm_R16,converged_R16,lambda_R24,lambdaerr_R24,chi2_R24,ndf_R24,chi2ndf_R24,fit_status_R24,covmatrix_status_R24,edm_R24,converged_R24
15,annealing_T=150_h=5,1.26727,0.057802,15.5056,2,7.75282,4,1,0.0102766,0,0.400723,0.0452851,115.315,2,57.6573,0,3,4.43296e-06,1
16,annealing_T=150_h=5,0.158629,0.0287263,21.4646,2,10.7323,0,3,4.22104e-06,1,-0.211821,0.127303,7.38712,2,3.69356,0,3,4.52386e-06,1
17,annealing_T=150_h=5,0.171903,0.0387469,27.1718,2,13.5859,0,3,4.73327e-06,1,0.42639,0.0690537,43.8711,2,21.9356,0,3,1.83633e-06,1
18,annealing_T=150_h=5,0.0645127,0.0024841,2.00677,2,1.00339,0,3,1.85164e-07,1,0.0815075,0.00359459,17.4118,2,8.7059,0,3,2.86618e-09,1
19,annealing_T=150_h=5,0.0689687,0.000633374,117.053,2,58.5267,0,3,1.34974e-08,1,0.0646536,0.000824609,100.404,2,50.2021,0,3,1.49468e-07,1
20,annealing_T=150_h=5,0.0735175,0.00304834,352.842,2,176.421,0,3,7.17133e-06,1,0.093392,0.00480448,182.586,2,91.2931,0,3,1.14107e-07,1
21,annealing_T=150_h=5,0.0817508,0.00392835,40.9089,2,20.4545,0,3,1.40589e-07,1,0.0657185,0.00552509,53.4293,2,26.7147,0,3,5.00473e-08,1
22,annealing_T=150_h=5,0.286864,0.0247895,19.0908,2,9.54541,0,3,8.86647e-10,1,0.145672,0.0234308,35.2851,2,17.6425,0,3,1.0396e-06,1
23,annealing_T=150_h=5,-0.250757,0.0066436,1899.24,2,949.618,0,3,6.77357e-07,1,-0.485966,0.0179293,910.775,2,455.388,0,3,4.74723e-09,1
24,annealing_T=150_h=5,0.0151666,0.0263803,11.7468,2,5.87341,0,3,1.02666e-08,1,0.0306823,0.0711352,122.266,2,61.1331,0,3,5.57408e-06,1
25,annealing_T=150_h=5,0.270919,0.00801312,499.907,2,249.954,0,3,2.67036e-08,1,0.306339,0.012125,317.243,2,158.622,0,3,3.0629e-07,1
26,annealing_T=150_h=5,0.351594,0.0743181,43.1459,2,21.5729,0,3,6.90486e-06,1,0.20581,0.0387838,15.8503,2,7.92514,0,3,3.83938e-07,1
27,annealing_T=150_h=5,-0.163376,0.0503696,59.7917,2,29.8958,0,3,5.56745e-08,1,-0.0434332,0.0282236,34.208,2,17.104,0,3,1.29546e-05,1
28,annealing_T=150_h=5,0.111219,0.046673,16.3666,2,8.18331,0,3,6.61284e-06,1,0.253288,0.0400179,33.7579,2,16.879,0,3,6.63491e-07,1
29,annealing_T=150_h=5,0.088444,0.00351791,53.9452,2,26.9726,0,3,2.49571e-09,1,0.109184,0.0048505,29.5625,2,14.7813,0,3,6.98136e-06,1
30,annealing_T=150_h=5,0.0762056,0.00704562,47.2415,2,23.6208,0,3,1.8171e-06,1,0.171197,0.0151133,90.2727,2,45.1363,0,3,1.42386e-05,1
31,annealing_T=150_h=5,0.0552757,0.000173001,29.2684,2,14.6342,0,3,2.2725e-08,1,0.055644,0.000185114,20.1378,2,10.0689,0,3,6.29746e-08,1
32,annealing_T=150_h=5,-0.100582,0.0193709,56.0911,2,28.0455,0,3,1.56704e-07,1,-0.147138,0.0788303,18.2267,2,9.11333,0,3,1.08479e-06,1
33,annealing_T=150_h=5,1.24345,0.0607929,19.7543,2,9.87716,0,3,4.48658e-06,1,1.34999,0.0661707,5.48801,2,2.744,4,1,0.0103743,0
34,annealing_T=150_h=5,0.240004,0.0232721,13.4817,2,6.74086,0,3,1.1547e-07,1,0.282206,0.0309469,4.86969,2,2.43484,0,3,6.31155e-07,1
35,annealing_T=150_h=5,0.0808436,0.0107796,103.673,2,51.8363,0,3,4.82773e-06,1,0.0847864,0.0178325,115.222,2,57.6109,0,3,1.17001e-07,1
36,annealing_T=150_h=5,-0.0696165,0.0464021,112.879,2,56.4396,0,3,2.02483e-08,1,-0.0433557,0.0392274,148.363,2,74.1814,0,3,5.57564e-07,1
37,annealing_T=150_h=5,0.516852,0.581523,12.0799,2,6.03996,0,3,1.49707e-05,1,0.459922,0.457982,11.891,2,5.94552,0,3,2.22648e-08,1
38,annealing_T=150_h=5,-0.140339,0.0181255,73.1725,2,36.5863,0,3,7.99024e-06,1,-0.125295,0.028182,5.39645,2,2.69823,0,3,7.03227e-06,1
39,annealing_T=150_h=5,0.475199,0.0839634,10.0782,2,5.0391,0,3,8.19506e-07,1,1.08849,0.0473643,16.2007,2,8.10033,4,1,0.0111464,0
40,annealing_T=150_h=5,0.0490712,0.00258508,0.407474,2,0.203737,0,3,2.60234e-07,1,0.0266442,0.00418362,68.3186,2,34.1593,0,3,4.08814e-07,1
41,annealing_T=150_h=5,0.0866964,0.0487616,50.5626,2,25.2813,0,3,6.06348e-08,1,0.267036,0.0672854,19.5065,2,9.75323,0,3,1.45214e-06,1
42,annealing_T=150_h=5,-0.104103,0.00824327,825.023,2,412.512,0,3,1.27358e-07,1,-0.1013,0.009354,519.225,2,259.612,0,3,1.08236e-07,1
43,annealing_T=150_h=5,0.00666843,0.0106723,20.2023,2,10.1012,0,3,1.07199e-06,1,0.179061,0.0289422,12.8778,2,6.43891,0,3,3.45951e-09,1
44,annealing_T=150_h=5,0.0806495,0.00752891,39.0743,2,19.5372,0,3,1.02625e-06,1,0.0564077,0.010575,65.7945,2,32.8972,0,3,4.44961e-07,1
45,annealing_T=150_h=5,-0.0156305,0.024107,13.2218,2,6.61092,0,3,3.58032e-06,1,-0.17227,0.0637672,8.06262,2,4.03131,0,3,1.18077e-06,1
46,annealing_T=150_h=5,0.130381,0.0329143,1.11057,2,0.555284,0,3,2.57535e-07,1,0.12878,0.0208618,57.6386,2,28.8193,0,3,1.49196e-08,1
47,annealing_T=150_h=5,0.127169,0.0637982,4.05355,2,2.02677,0,3,7.61222e-07,1,-0.203042,0.110813,94.7075,2,47.3538,0,3,1.18901e-07,1
48,annealing_T=150_h=5,-0.0645953,0.14822,13.4936,2,6.74679,0,3,1.98337e-06,1,0.0492832,0.103848,21.3785,2,10.6893,0,3,3.50432e-06,1
49,annealing_T=150_h=5,0.290285,0.0658753,160.213,2,80.1066,0,3,7.98883e-06,1,0.551598,0.0869234,117.358,2,58.6789,0,3,1.35472e-06,1
50,annealing_T=150_h=5,0.062055,0.00205556,109.855,2,54.9276,0,3,3.24085e-07,1,0.0450108,0.00311853,151.184,2,75.592,0,3,2.52213e-08,1
51,annealing_T=150_h=5,-0.34962,0.000939717,114017,2,57008.6,0,3,8.16065e-08,1,-0.311872,0.00128029,55626.9,2,27813.4,0,3,5.57068e-08,1
52,annealing_T=150_h=5,0.0325083,0.0124147,57.0729,2,28.5364,0,3,2.60253e-08,1,0.00435561,0.0232788,40.962,2,20.481,0,3,5.34606e-06,1
53,annealing_T=150_h=5,-0.160093,0.00174443,6637.58,2,3318.79,0,3,5.07581e-07,1,-0.172081,0.00263477,3564.88,2,1782.44,0,3,3.38464e-06,1
54,annealing_T=150_h=5,-0.114873,0.015586,135.942,2,67.9709,0,3,8.72144e-08,1,-0.214509,0.0394429,8.95533,2,4.47766,0,3,8.4812e-06,1
55,annealing_T=150_h=5,0.023012,0.00835159,46.4666,2,23.2333,0,3,4.31765e-09,1,0.0553053,0.0118881,20.2874,2,10.1437,0,3,6.13573e-09,1
56,annealing_T=150_h=5,0.216025,0.0149111,92.4999,2,46.2499,0,3,1.08604e-06,1,0.235939,0.022055,69.2845,2,34.6422,0,3,1.18808e-06,1
57,annealing_T=150_h=5,0.152014,0.0141835,87.4314,2,43.7157,0,3,5.81574e-08,1,0.0514052,0.01512,69.0567,2,34.5283,0,3,9.12867e-11,1
58,annealing_T=150_h=5,0.0670086,0.000926978,212.947,2,106.474,0,3,6.83654e-08,1,0.0691691,0.00115522,190.332,2,95.1662,0,3,1.43843e-08,1
59,annealing_T=150_h=5,0.712062,0.0315911,118.67,2,59.3351,4,1,0.0899253,0,0.69012,0.305271,92.5244,2,46.2622,0,3,3.31661e-06,1
60,annealing_T=150_h=5,1.50609,0.0342206,47.1032,2,23.5516,4,1,0.0412155,0,-0.169151,0.0547029,128.148,2,64.0738,0,3,5.70861e-07,1
61,annealing_T=150_h=5,0.0560278,0.00833825,77.7143,2,38.8572,0,3,3.80135e-07,1,0.00115618,0.0113854,14.4789,2,7.23947,0,3,2.59227e-06,1
62,annealing_T=150_h=5,0.179309,0.0118871,39.9106,2,19.9553,0,3,3.44364e-07,1,0.126273,0.0187218,52.7514,2,26.3757,0,3,2.9343e-06,1
63,annealing_T=150_h=5,0.0755234,0.0620813,38.2658,2,19.1329,0,3,8.21604e-06,1,0.234328,0.0569545,5.78341,2,2.8917,0,3,3.48148e-06,1
64,annealing_T=150_h=5,-2.29543,0.0580356,31.6251,2,15.8125,4,1,0.395878,0,0.0918838,0.0364324,126.558,2,63.2788,0,3,2.41843e-06,1
65,annealing_T=150_h=5,0.000209588,0.0169455,54.904,2,27.452,0,3,1.37887e-07,1,0.163559,0.184229,109.666,2,54.8332,0,3,4.30038e-06,1
66,annealing_T=150_h=5,-0.16433,0.0434496,9.4266,2,4.7133,0,3,1.07089e-06,1,-0.214671,0.061373,4.32866,2,2.16433,0,3,1.17048e-06,1
67,annealing_T=150_h=5,0.681467,0.147564,5.8459,2,2.92295,1,2,3.43596e-06,0,-0.0560297,0.07168,15.7141,2,7.85704,0,3,1.77495e-06,1
68,annealing_T=150_h=5,0.0693599,0.00348405,24.6804,2,12.3402,0,3,1.7711e-07,1,0.0632511,0.00502517,20.5559,2,10.2779,0,3,5.00768e-06,1
69,annealing_T=150_h=5,0.0459626,0.000385381,1.54177,2,0.770884,0,3,5.96064e-09,1,0.0473288,0.000502171,23.1486,2,11.5743,0,3,1.05834e-06,1
70,annealing_T=150_h=5,0.156306,0.0505295,66.8158,2,33.4079,0,3,2.77729e-06,1,1.37671,0.0264825,96.3784,2,48.1892,4,1,0.126885,0
71,annealing_T=150_h=5,-0.677067,0.199756,0.909614,2,0.454807,0,3,1.27021e-06,1,-0.202551,0.336593,5.49466,2,2.74733,0,3,4.6376e-06,1
72,annealing_T=150_h=5,-0.139621,0.0680855,9.60084,2,4.80042,0,3,5.42581e-07,1,-0.193044,0.103798,1.07177,2,0.535886,0,3,7.31157e-07,1
73,annealing_T=150_h=5,0.311362,0.0547143,28.0351,2,14.0175,0,3,4.67063e-06,1,0.347228,0.110584,4.32697,2,2.16349,0,3,4.5245e-06,1
74,annealing_T=150_h=5,0.0978854,0.0308334,10.9772,2,5.48859,0,3,6.10686e-08,1,1.55394,0.267967,24.9669,2,12.4835,4,1,2.63736e-05,0
75,annealing_T=150_h=5,-0.105238,0.0344038,60.9036,2,30.4518,0,3,9.95149e-06,1,-0.0700595,0.021938,68.5924,2,34.2962,0,3,5.89519e-08,1
76,annealing_T=150_h=5,0.155918,0.0437127,18.7619,2,9.38095,0,3,5.00387e-09,1,-0.0767749,0.122501,17.675,2,8.83748,0,3,1.20404e-05,1
77,annealing_T=150_h=5,0.0887577,0.00665726,89.4522,2,44.7261,0,3,6.34904e-06,1,0.10009,0.0122891,161.33,2,80.6652,0,3,8.77015e-06,1
78,annealing_T=150_h=5,0.0475346,0.0121357,1.7178,2,0.858902,0,3,3.36686e-06,1,0.0596721,0.0240162,62.7014,2,31.3507,0,3,2.29038e-07,1
79,annealing_T=150_h=5,0.0708977,0.00490502,2.93683,2,1.46841,0,3,9.98195e-09,1,0.0829168,0.00595324,22.2042,2,11.1021,0,3,1.51214e-08,1
80,annealing_T=150_h=5,0.0967519,0.00259506,14.6693,2,7.33463,0,3,1.227e-08,1,0.103782,0.0041973,26.0084,2,13.0042,0,3,3.52466e-08,1
81,annealing_T=150_h=5,0.0826479,0.00270426,28.5499,2,14.2749,0,3,5.51722e-06,1,0.0773278,0.00287144,81.5959,2,40.798,0,3,1.16445e-09,1
82,annealing_T=150_h=5,0.0640555,0.0070326,41.4103,2,20.7052,0,3,2.33163e-06,1,0.115966,0.0121307,3.99882,2,1.99941,0,3,1.05897e-06,1
83,annealing_T=150_h=5,0.0143755,0.00283616,380.202,2,190.101,0,3,2.10011e-07,1,0.0194747,0.0041119,199.135,2,99.5677,0,3,2.94235e-10,1
84,annealing_T=150_h=5,0.0501317,0.00933249,46.9761,2,23.4881,0,3,5.92692e-07,1,0.0587388,0.0160806,32.4293,2,16.2146,0,3,9.77951e-09,1
85,annealing_T=150_h=5,0.059556,0.00558162,81.8693,2,40.9346,0,3,4.25103e-06,1,0.119382,0.00722214,20.5734,2,10.2867,0,3,9.83299e-08,1
86,annealing_T=150_h=5,0.0719669,0.00172501,3.77831,2,1.88915,0,3,2.49535e-07,1,0.0790754,0.00257449,24.0535,2,12.0267,0,3,4.54675e-08,1
87,annealing_T=150_h=5,0.174667,0.0073683,62.6593,2,31.3297,0,3,3.15781e-06,1,0.20523,0.0100398,70.867,2,35.4335,0,3,1.40902e-06,1
88,annealing_T=150_h=5,0.107483,0.00782042,72.9212,2,36.4606,0,3,4.58712e-06,1,0.04766,0.0120089,17.4958,2,8.7479,0,3,5.1696e-06,1
