spot,x,y,phase,A,A_stat_error,lambda,lambda_stat_error,deltaLambda,chi2,ndf,chi2ndf,prob,fit_status,covmatrix_status,edm,converged
18,649.15,440.51,annealing_T=150_h=5,26.9902,1.62145,0.0704161,0.00288079,0.0110914,4.76845,2,2.38422,0.0921606,0,3,7.22182e-07,1
19,649.17,574.79,annealing_T=150_h=5,133.632,1.99964,0.0679376,0.000726453,0.00328403,98.5686,2,49.2843,3.94542e-22,0,3,8.42737e-06,1
20,660.46,688.84,annealing_T=150_h=5,19.7063,1.54254,0.0727892,0.00374771,0.0206028,297.769,2,148.884,2.18927e-65,0,3,2.00621e-07,1
21,807.25,587.81,annealing_T=150_h=5,11.0704,1.12201,0.0886943,0.00487276,0.0229758,77.2324,2,38.6162,1.69509e-17,0,3,1.67871e-06,1
22,817.37,315.04,annealing_T=150_h=5,-0.202696,0.102338,0.204809,0.0230714,0.0820552,8.37452,2,4.18726,0.0151878,0,3,9.94952e-07,1
23,867.86,1008.25,annealing_T=150_h=5,121695,24679.3,-0.389738,0.0114361,0.138981,1410.44,2,705.222,5.32335e-307,0,3,6.07841e-06,1
24,1007.39,122.57,annealing_T=150_h=5,9.74973,9.86766,-0.0334707,0.0517533,0.064153,28.0342,2,14.0171,8.17434e-07,0,3,6.82072e-07,1
25,1047.67,957.65,annealing_T=150_h=5,0.135072,0.0284115,0.302589,0.00978883,0.0316696,291.751,2,145.875,4.43754e-64,0,3,1.45853e-08,1
26,1052.12,803.81,annealing_T=150_h=5,-0.132886,0.130897,0.195598,0.0450802,0.155996,67.2564,2,33.6282,2.4857e-15,0,3,5.10118e-08,1
27,1069.15,234.33,annealing_T=150_h=5,-435.336,326.441,-0.210786,0.0405301,0.167353,32.1368,2,16.0684,1.05094e-07,0,3,7.65029e-06,1
28,1088.23,912.11,annealing_T=150_h=5,-0.160384,0.123381,0.188531,0.0351274,0.0773122,65.9574,2,32.9787,4.75929e-15,0,3,7.02577e-08,1
29,1088.21,688.49,annealing_T=150_h=5,7.47711,0.63628,0.101597,0.00403031,0.0131535,48.542,2,24.271,2.87896e-11,0,3,5.67284e-06,1
30,1148.4,429.4,annealing_T=150_h=5,1.81158,0.392777,0.128373,0.0102276,0.0521672,105.617,2,52.8083,1.16318e-23,0,3,4.65091e-08,1
31,1169.21,240.61,annealing_T=150_h=5,1170.68,4.27325,0.0554968,0.000178892,0.000221149,12.3694,2,6.1847,0.00206072,0,3,2.62852e-06,1
32,1180.82,594.91,annealing_T=150_h=5,51.4118,33.5087,-0.0947292,0.0337917,0.0524088,52.454,2,26.227,4.07144e-12,0,3,3.86372e-06,1
33,1228.01,668.95,annealing_T=150_h=5,-5.45271e-12,1.69225e-11,1.22703,0.130217,0,6.57755,2,3.28878,0.0372995,4,1,0.000567725,0
34,1242.2,153.93,annealing_T=150_h=5,0.0830398,0.0405574,0.258335,0.0223001,0.0238706,31.3016,2,15.6508,1.59568e-07,0,3,1.75828e-06,1
35,1245.35,483.98,annealing_T=150_h=5,3.75748,1.07582,0.0872815,0.0137264,0.0064379,110.122,2,55.0612,1.22246e-24,0,3,4.88915e-06,1
36,1255.97,595.66,annealing_T=150_h=5,29.5676,22.8048,-0.0620895,0.0392856,0.0187338,151.394,2,75.6968,1.33441e-33,0,3,1.43986e-06,1
37,1255.51,234.77,annealing_T=150_h=5,4.07864e-05,0.00037247,0.51066,0.401114,0.0507376,8.52118,2,4.26059,0.0141139,0,3,3.81599e-06,1
38,1267.76,413.31,annealing_T=150_h=5,243.594,117.112,-0.1511,0.0258473,0.0258053,32.7794,2,16.3897,7.62168e-08,0,3,4.46578e-07,1
39,1287.56,876.27,annealing_T=150_h=5,3.87557e-10,4.55551e-10,1.06571,0.0474719,0,18.6095,2,9.30474,9.09921e-05,4,1,0.00542927,0
40,1292.6,321.38,annealing_T=150_h=5,35.3603,2.47573,0.0404284,0.00339235,0.0137842,44.5764,2,22.2882,2.091e-10,0,3,1.64769e-06,1
41,1321.6,76.13,annealing_T=150_h=5,43.8973,35.4902,-0.0761121,0.0422269,0.343148,28.6598,2,14.3299,5.97858e-07,0,3,6.51966e-06,1
42,1371.61,812,annealing_T=150_h=5,268.395,47.5453,-0.0894524,0.00913094,0.0146506,592.886,2,296.443,1.80493e-129,0,3,2.10497e-08,1
43,1376.56,912.64,annealing_T=150_h=5,5.83777,2.1414,0.0478794,0.0178217,0.131182,6.78455,2,3.39227,0.0336321,0,3,1.08571e-05,1
44,1495.93,507.56,annealing_T=150_h=5,10.2813,1.71013,0.065688,0.00820271,0.0149615,41.207,2,20.6035,1.12722e-09,0,3,8.50413e-09,1
45,1502.88,866.45,annealing_T=150_h=5,19.4457,12.2526,-0.0319596,0.0319405,0.14031,18.1584,2,9.0792,0.000114012,0,3,3.14439e-06,1
46,1537.56,405.87,annealing_T=150_h=5,-0.2521,0.150346,0.192544,0.027611,0.063764,22.3752,2,11.1876,1.38449e-05,0,3,4.53823e-06,1
47,1584.63,812.68,annealing_T=150_h=5,177.342,639.537,-0.199767,0.196345,0.326936,49.3299,2,24.6649,1.94156e-11,0,3,5.14625e-07,1
48,1585.61,651.71,annealing_T=150_h=5,-1.37496,2.12503,0.035224,0.0756075,0.0998193,5.66708,2,2.83354,0.0588043,0,3,3.35964e-06,1
49,1618.59,705.34,annealing_T=150_h=5,-0.0145304,0.0159572,0.295245,0.0495469,0.256353,87.5917,2,43.7958,9.54362e-20,0,3,1.43194e-06,1
50,1732.6,724.03,annealing_T=150_h=5,39.2117,2.00561,0.0590681,0.00248116,0.0140573,158.104,2,79.0522,4.65656e-35,0,3,1.12548e-05,1
51,1773.56,478.34,annealing_T=150_h=5,209272,4219.49,-0.323779,0.00112835,0.0258408,70872.2,2,35436.1,0,0,3,5.5529e-07,1
52,1782.44,556.59,annealing_T=150_h=5,12.5988,4.37559,0.0315621,0.0171268,0.0272065,60.287,2,30.1435,8.10667e-14,0,3,3.77822e-07,1
53,1820.54,357.94,annealing_T=150_h=5,4047.18,166.698,-0.16278,0.00222477,0.00930087,4431.07,2,2215.53,0,0,3,1.1507e-05,1
54,1822.18,995.34,annealing_T=150_h=5,279.681,111.07,-0.146732,0.0211808,0.0677772,37.1684,2,18.5842,8.4915e-09,0,3,3.16468e-07,1
55,1851.39,559.26,annealing_T=150_h=5,21.2327,4.18528,0.0320282,0.00969444,0.0232771,47.5323,2,23.7661,4.76975e-11,0,3,6.49988e-06,1
56,94.92,354.44,annealing_T=150_h=5,0.386123,0.131019,0.202545,0.0155488,0.0333938,75.8123,2,37.9061,3.44804e-17,0,3,1.50992e-07,1
57,456.85,767.35,annealing_T=150_h=5,2.47609,0.78323,0.107071,0.015205,0.0556656,51.1812,2,25.5906,7.69389e-12,0,3,7.38582e-08,1
58,514.06,883.03,annealing_T=150_h=5,81.3544,1.74709,0.0690518,0.00104362,0.00204315,164.508,2,82.254,1.89465e-36,0,3,1.95738e-10,1
59,701.14,368.89,annealing_T=150_h=5,169.416,498.339,-0.262045,0.158813,0,136.643,2,68.3213,2.13032e-30,0,3,1.44673e-05,1
60,740.09,314.55,annealing_T=150_h=5,-32.8304,30.4086,-0.105022,0.0484135,0,87.7764,2,43.8882,8.70157e-20,0,3,2.0474e-06,1
61,907.89,732.87,annealing_T=150_h=5,20.7486,4.29446,0.0198519,0.0101594,0.0361759,73.8123,2,36.9062,9.37266e-17,0,3,6.81063e-07,1
62,1176.9,930.33,annealing_T=150_h=5,0.39574,0.132291,0.191268,0.015418,0.0649946,53.0488,2,26.5244,3.02416e-12,0,3,6.54808e-09,1
63,1323.28,531.27,annealing_T=150_h=5,-0.229967,0.311619,0.152062,0.0624404,0.082266,8.78236,2,4.39118,0.0123861,0,3,1.78131e-06,1
64,1654.27,629.22,annealing_T=150_h=5,-5.18419,6.55481,0.00883109,0.0627117,0,84.7002,2,42.3501,4.05131e-19,0,3,4.01979e-07,1
65,1845.3,891.11,annealing_T=150_h=5,10.8365,6.03123,0.0216523,0.0275953,0.141907,170.857,2,85.4285,7.92268e-38,0,3,3.78868e-06,1
66,587.06,497.01,annealing_T=150_h=5,249.523,274.896,-0.196819,0.0596515,0.0324892,5.47152,2,2.73576,0.0648446,0,3,8.17966e-06,1
67,1464.37,947.7,annealing_T=150_h=5,0.000481237,0.00299528,0.403511,0.276139,0,14.4746,2,7.2373,0.000719251,0,3,4.02347e-07,1
68,1617.3,989.4,annealing_T=150_h=5,13.7928,1.25029,0.0770406,0.0043063,0.0137895,42.7798,2,21.3899,5.13438e-10,0,3,3.11469e-08,1
69,1089.08,524.55,annealing_T=150_h=5,314.788,2.81348,0.04604,0.000433447,0.00128883,6.90567,2,3.45283,0.0316558,0,3,2.2705e-09,1
70,1387.85,117,annealing_T=150_h=5,4.50178e-13,5.64421e-13,1.3369,0.0460927,0,71.9422,2,35.9711,2.38754e-16,4,1,0.0221344,0
71,1404.83,206.26,annealing_T=150_h=5,-2.11398e-08,3.79752e-07,0.762898,0.78278,1.43997,34.1111,2,17.0556,3.91621e-08,0,3,2.0553e-06,1
72,1425.9,351.88,annealing_T=150_h=5,-21086.7,130435,-0.505822,0.356453,0.366201,3.86824,2,1.93412,0.144551,0,3,1.84322e-05,1
73,636.75,916.39,annealing_T=150_h=5,0.000178535,0.000416268,0.495962,0.102605,0.1846,28.454,2,14.227,6.62662e-07,0,3,1.88885e-05,1
74,860.27,475.48,annealing_T=150_h=5,0.00160052,0.00347362,0.388701,0.0966723,0,10.0314,2,5.01568,0.0066331,0,3,2.48864e-06,1
75,1177.23,652.6,annealing_T=150_h=5,-43.2666,22.4265,-0.0683369,0.0264768,0.0369011,37.705,2,18.8525,6.49331e-09,0,3,3.36311e-08,1
76,1598.55,321.37,annealing_T=150_h=5,1.26186e-10,5.0477e-10,1.07348,0.161538,1.15026,7.91435,2,3.95718,0.019117,4,1,0.000456055,0
77,1678.61,255.7,annealing_T=150_h=5,8.01998,1.38316,0.0812354,0.00847054,0.0188546,174.444,2,87.2222,1.31793e-38,0,3,6.12216e-09,1
78,1723.33,806.39,annealing_T=150_h=5,2.64444,1.18069,0.100788,0.0213104,0.0532538,27.376,2,13.688,1.136e-06,0,3,3.18779e-07,1
79,573.18,123.4,annealing_T=150_h=5,11.9874,1.35965,0.0774017,0.00541525,0.006504,13.2512,2,6.62558,0.00132601,0,3,8.566e-08,1
80,831.57,886.47,annealing_T=150_h=5,12.48,0.877506,0.0938694,0.00333359,0.00991257,62.4337,2,31.2168,2.77143e-14,0,3,7.24572e-06,1
81,913.25,408.38,annealing_T=150_h=5,14.6826,0.9068,0.0836566,0.00292545,0.00632876,74.6829,2,37.3414,6.06479e-17,0,3,1.1318e-06,1
82,1536.02,138.58,annealing_T=150_h=5,9.89747,1.83439,0.0636211,0.0089363,0.0523449,5.77373,2,2.88687,0.0557507,0,3,3.91996e-09,1
83,1557.56,209.8,annealing_T=150_h=5,72.4083,5.08902,0.0146281,0.00343167,0.00484665,312.826,2,156.413,1.17669e-68,0,3,6.10139e-06,1
84,1735.76,910.82,annealing_T=150_h=5,5.03512,1.3645,0.0830325,0.0129385,0.0329008,18.0196,2,9.00978,0.000122208,0,3,5.19389e-08,1
85,1768.62,210.38,annealing_T=150_h=5,10.2333,1.4123,0.0869816,0.00657012,0.0324004,40.1102,2,20.0551,1.9507e-09,0,3,6.37074e-06,1
86,490.02,98.85,annealing_T=150_h=5,32.3414,1.47029,0.0743318,0.00219132,0.00474357,12.7603,2,6.38014,0.00169488,0,3,8.80759e-09,1
87,792.1,250.31,annealing_T=150_h=5,0.810821,0.150726,0.190669,0.00858997,0.0160017,34.9832,2,17.4916,2.53216e-08,0,3,4.14733e-06,1
88,1096.47,199.77,annealing_T=150_h=5,5.77902,1.2462,0.0763438,0.0103447,0.0311392,2.80309,2,1.40154,0.246217,0,3,9.49814e-07,1
