spot,phase,B_R16,Berr_R16,chi2_R16,ndf_R16,chi2ndf_R16,fit_status_R16,covmatrix_status_R16,edm_R16,converged_R16,B_R24,Berr_R24,chi2_R24,ndf_R24,chi2ndf_R24,fit_status_R24,covmatrix_status_R24,edm_R24,converged_R24
18,annealing_T=75_h=25,1.55927,0.0427457,109.577,4,27.3943,0,3,1.31949e-05,1,1.58584,0.0621128,109.959,4,27.4897,0,3,4.29183e-08,1
19,annealing_T=75_h=25,1.65104,0.0231296,46.9585,4,11.7396,0,3,3.79268e-09,1,1.79089,0.0398133,40.4673,4,10.1168,0,3,1.21901e-06,1
20,annealing_T=75_h=25,2.28928,0.00240377,647.829,4,161.957,0,3,2.50981e-07,1,2.36261,0.00289911,450.037,4,112.509,0,3,6.65863e-09,1
21,annealing_T=75_h=25,2.33061,0.0356206,18.1005,4,4.52514,0,3,2.41702e-07,1,2.4632,0.0546536,25.3701,4,6.34253,0,3,1.84542e-09,1
22,annealing_T=75_h=25,1.65174,0.425084,68.1566,4,17.0391,0,3,2.61384e-08,1,17.0034,0.953804,174.143,4,43.5357,4,1,0.00211252,0
23,annealing_T=75_h=25,1.64783,0.00604316,193.661,4,48.4153,0,3,6.47038e-06,1,1.74545,0.00799141,306.189,4,76.5474,0,3,4.62408e-06,1
24,annealing_T=75_h=25,2.11776,0.026257,87.7429,4,21.9357,0,3,6.62441e-06,1,2.29597,0.0469886,80.7209,4,20.1802,0,3,1.24869e-07,1
25,annealing_T=75_h=25,1.86107,0.00789455,502.518,4,125.629,0,3,2.95998e-06,1,1.93867,0.0109647,251.989,4,62.9973,0,3,1.15816e-05,1
26,annealing_T=75_h=25,1.60744,0.0303869,27.4383,4,6.85957,0,3,1.30127e-07,1,2.03589,0.0575732,40.4988,4,10.1247,0,3,2.89287e-06,1
27,annealing_T=75_h=25,1.80445,0.00832817,102.545,4,25.6363,0,3,1.05342e-05,1,1.7789,0.0132246,159.564,4,39.891,0,3,8.29041e-09,1
28,annealing_T=75_h=25,2.25685,0.0260019,75.5174,4,18.8794,0,3,4.80033e-07,1,2.48553,0.0536739,60.4106,4,15.1026,0,3,2.08898e-08,1
29,annealing_T=75_h=25,1.60346,0.0566669,76.1609,4,19.0402,0,3,9.665e-07,1,2.11786,0.176229,102.76,4,25.69,0,3,3.84663e-06,1
30,annealing_T=75_h=25,3.43521,0.0469732,1996.84,4,499.211,0,3,1.53361e-07,1,3.5804,0.0676905,978.127,4,244.532,0,3,1.43956e-06,1
31,annealing_T=75_h=25,2.31543,0.0176485,50.4704,4,12.6176,0,3,1.27985e-06,1,2.40349,0.0266636,6.22165,4,1.55541,0,3,2.27647e-06,1
32,annealing_T=75_h=25,1.19755,0.0193939,74.9737,4,18.7434,0,3,1.69049e-06,1,1.29986,0.032264,110.691,4,27.6728,0,3,9.60362e-08,1
33,annealing_T=75_h=25,1.60859,0.00111175,1181.53,4,295.383,0,3,1.63357e-08,1,1.64867,0.00128441,1441.71,4,360.428,0,3,9.0557e-06,1
34,annealing_T=75_h=25,2.35501,0.0475972,61.5774,4,15.3943,0,3,3.97149e-08,1,2.27176,0.0702758,149.642,4,37.4105,0,3,1.90812e-10,1
35,annealing_T=75_h=25,2.56487,0.0410499,144.549,4,36.1373,0,3,2.03124e-06,1,2.80875,0.0768475,224.711,4,56.1776,0,3,6.16281e-07,1
36,annealing_T=75_h=25,2.94504,0.0348522,511.285,4,127.821,0,3,4.11209e-06,1,3.34063,0.0487556,294.5,4,73.6249,0,3,2.37568e-06,1
37,annealing_T=75_h=25,1.97125,0.0400746,137.626,4,34.4066,0,3,4.99419e-08,1,2.22989,0.0737861,197.78,4,49.4451,0,3,3.86539e-06,1
38,annealing_T=75_h=25,1.94184,0.0126098,1557.79,4,389.447,0,3,3.81079e-06,1,2.00247,0.0203798,547.555,4,136.889,0,3,5.07507e-06,1
39,annealing_T=75_h=25,2.82524,0.155422,105.63,4,26.4076,0,3,1.43242e-06,1,3.49677,1.12025,49.8811,4,12.4703,0,3,8.57404e-08,1
40,annealing_T=75_h=25,6.41481,1.65815,27.9646,4,6.99114,0,3,5.04869e-07,1,2.23643,0.14399,75.5756,4,18.8939,0,3,4.24068e-08,1
41,annealing_T=75_h=25,1.40751,0.0457191,128.234,4,32.0585,0,3,4.76575e-07,1,2.21239,0.159529,84.8719,4,21.218,0,3,1.09626e-06,1
42,annealing_T=75_h=25,1.37337,0.020332,131.034,4,32.7585,0,3,5.35075e-07,1,1.35692,0.0324159,109.633,4,27.4083,0,3,3.74376e-08,1
43,annealing_T=75_h=25,2.39679,0.0269658,36.3514,4,9.08785,0,3,3.85246e-07,1,2.18208,0.0455472,138.136,4,34.5339,0,3,4.90987e-08,1
44,annealing_T=75_h=25,2.26654,0.058961,28.6023,4,7.15057,0,3,3.30345e-07,1,2.26115,0.0808629,105.212,4,26.3029,0,3,7.94862e-10,1
45,annealing_T=75_h=25,1.66394,0.00751035,452.349,4,113.087,0,3,7.94969e-09,1,1.79054,0.0129362,221.701,4,55.4254,0,3,3.77716e-06,1
46,annealing_T=75_h=25,3.01288,0.0135502,1737.48,4,434.369,0,3,1.77955e-07,1,3.03409,0.0193332,952.234,4,238.058,0,3,1.40145e-07,1
47,annealing_T=75_h=25,3.75492,0.0603621,268.781,4,67.1952,0,3,1.26908e-05,1,3.94488,0.0930619,486.068,4,121.517,0,3,6.8821e-06,1
48,annealing_T=75_h=25,2.23013,0.0105171,369.565,4,92.3912,0,3,1.98609e-07,1,2.3536,0.0158095,353.125,4,88.2813,0,3,8.71187e-06,1
49,annealing_T=75_h=25,3.04682,0.00407748,124.565,4,31.1413,0,3,1.34786e-06,1,3.07796,0.00532494,66.4025,4,16.6006,0,3,3.55825e-08,1
50,annealing_T=75_h=25,1.68332,0.0248448,123.298,4,30.8245,0,3,6.57691e-07,1,2.09485,0.0437769,123.764,4,30.941,0,3,1.37642e-05,1
51,annealing_T=75_h=25,2.30388,0.0636804,86.5094,4,21.6274,0,3,3.29666e-06,1,2.19564,0.124138,100.213,4,25.0532,0,3,4.29546e-07,1
52,annealing_T=75_h=25,2.42653,0.0330538,196.004,4,49.001,0,3,3.37584e-07,1,2.34824,0.0529062,182.132,4,45.533,0,3,6.58081e-08,1
53,annealing_T=75_h=25,1.27274,0.0638791,186.343,4,46.5856,0,3,1.11713e-07,1,2.36702,0.182635,213.925,4,53.4813,0,3,2.61337e-06,1
54,annealing_T=75_h=25,2.01749,0.0012171,3972.83,4,993.209,0,3,5.7833e-08,1,2.04364,0.00141809,4328.37,4,1082.09,0,3,7.85739e-06,1
55,annealing_T=75_h=25,1.50522,0.00483008,166.271,4,41.5677,0,3,1.13852e-05,1,1.48041,0.00647466,113.181,4,28.2952,0,3,2.88522e-07,1
56,annealing_T=75_h=25,1.65584,0.00899912,197.344,4,49.336,0,3,2.24284e-10,1,1.72473,0.0152088,69.4275,4,17.3569,0,3,1.58374e-06,1
57,annealing_T=75_h=25,2.52399,0.00714306,1639.69,4,409.922,0,3,2.4468e-07,1,2.64498,0.00965254,435.602,4,108.901,0,3,3.19564e-06,1
58,annealing_T=75_h=25,1.87224,0.0499287,272.634,4,68.1586,0,3,5.88445e-07,1,2.08704,0.0823251,259.868,4,64.967,0,3,2.31431e-07,1
59,annealing_T=75_h=25,1.81381,0.00334907,60.4374,4,15.1094,0,3,9.11976e-08,1,1.84011,0.00444673,47.9181,4,11.9795,0,3,1.50231e-08,1
60,annealing_T=75_h=25,1.29597,0.0197325,43.5368,4,10.8842,0,3,4.86794e-07,1,1.19897,0.0268695,37.1665,4,9.29161,0,3,2.43257e-06,1
61,annealing_T=75_h=25,2.00909,0.0033198,166.685,4,41.6714,0,3,9.65466e-07,1,2.03625,0.00385224,241.68,4,60.4201,0,3,7.99852e-08,1
62,annealing_T=75_h=25,2.42237,0.00591291,1631.83,4,407.957,0,3,4.48245e-06,1,2.48585,0.00725719,1739.23,4,434.809,0,3,1.48657e-09,1
63,annealing_T=75_h=25,2.26833,0.0482972,90.3414,4,22.5853,0,3,2.87133e-09,1,2.30624,0.0784972,69.6887,4,17.4222,0,3,3.0333e-07,1
64,annealing_T=75_h=25,2.34769,0.0038864,1762.9,4,440.726,0,3,9.41224e-06,1,2.39167,0.00494294,1144.8,4,286.201,0,3,1.78036e-07,1
65,annealing_T=75_h=25,1.34454,0.073313,50.743,4,12.6858,0,3,8.45937e-08,1,1.41933,0.106812,43.9743,4,10.9936,0,3,1.12445e-05,1
66,annealing_T=75_h=25,6.58773,0.0970706,133.912,4,33.478,0,3,1.16135e-07,1,6.70704,0.169122,201.297,4,50.3242,0,3,2.40995e-08,1
67,annealing_T=75_h=25,1.43196,0.0201955,63.0175,4,15.7544,0,3,7.19812e-08,1,1.47905,0.031083,146.85,4,36.7125,0,3,3.6054e-08,1
68,annealing_T=75_h=25,2.209,0.02756,340.407,4,85.1018,0,3,5.16457e-07,1,2.44811,0.0481486,282.232,4,70.558,0,3,1.37195e-08,1
69,annealing_T=75_h=25,2.05242,0.0117752,622.139,4,155.535,0,3,3.09026e-08,1,2.14532,0.0148482,478.29,4,119.572,0,3,6.60916e-08,1
70,annealing_T=75_h=25,1.65223,0.0182059,253.446,4,63.3614,0,3,2.1706e-06,1,1.62926,0.0290907,283.859,4,70.9648,0,3,6.21005e-09,1
71,annealing_T=75_h=25,1.63104,0.0287541,99.1176,4,24.7794,0,3,7.55031e-08,1,1.81295,0.0504612,97.1143,4,24.2786,0,3,4.15666e-08,1
72,annealing_T=75_h=25,1.4595,0.0115821,66.8346,4,16.7086,0,3,6.78945e-08,1,1.39268,0.0154888,48.6335,4,12.1584,0,3,1.65665e-08,1
73,annealing_T=75_h=25,2.45706,0.00218637,1556.63,4,389.158,0,3,2.34659e-07,1,2.50729,0.00262854,1191.49,4,297.873,0,3,9.4179e-08,1
74,annealing_T=75_h=25,1.88968,2.04257,14.6447,4,3.66118,0,3,1.51884e-06,1,0.665695,0.395353,158.123,4,39.5307,0,3,6.10571e-06,1
75,annealing_T=75_h=25,1.69771,0.0511428,92.6873,4,23.1718,0,3,1.81255e-08,1,1.92806,0.0787633,290.275,4,72.5688,0,3,8.49351e-07,1
76,annealing_T=75_h=25,1.37229,0.0112962,76.0536,4,19.0134,0,3,4.31154e-07,1,1.43728,0.0208971,153.257,4,38.3143,0,3,7.4838e-07,1
77,annealing_T=75_h=25,2.25861,0.00924229,100.547,4,25.1368,0,3,3.17495e-09,1,2.45584,0.013861,85.0091,4,21.2523,0,3,8.3566e-06,1
78,annealing_T=75_h=25,2.34659,0.00268663,2921.73,4,730.434,0,3,5.75374e-08,1,2.42545,0.00329776,2078.35,4,519.588,0,3,3.67739e-08,1
79,annealing_T=75_h=25,2.08837,0.00181785,189.374,4,47.3434,0,3,4.88522e-08,1,2.14484,0.00212443,576.71,4,144.177,0,3,2.27497e-10,1
80,annealing_T=75_h=25,4.51291,0.0235057,95.5456,4,23.8864,0,3,1.97809e-06,1,4.58603,0.0310071,64.9904,4,16.2476,0,3,1.34227e-09,1
81,annealing_T=75_h=25,1.25828,0.0245606,60.1236,4,15.0309,0,3,2.42366e-07,1,1.21192,0.0399934,62.9186,4,15.7297,0,3,1.03545e-07,1
82,annealing_T=75_h=25,2.02124,0.00299072,238.306,4,59.5765,0,3,4.38762e-06,1,2.0774,0.00439551,283.907,4,70.9768,0,3,7.02908e-07,1
83,annealing_T=75_h=25,1.78598,0.0633489,408.647,4,102.162,0,3,1.06157e-06,1,2.16366,0.0912677,141.046,4,35.2614,0,3,1.63487e-07,1
84,annealing_T=75_h=25,3.04627,0.00250175,820.554,4,205.138,0,3,8.2708e-08,1,3.08201,0.00296606,629.189,4,157.297,0,3,3.57349e-07,1
85,annealing_T=75_h=25,2.37835,0.839817,131.9,4,32.975,0,3,1.29074e-06,1,1.73734,0.360094,110.191,4,27.5477,0,3,2.3818e-07,1
86,annealing_T=75_h=25,2.78556,0.00566666,26970,4,6742.5,0,3,9.42494e-06,1,3.06882,0.00799164,12648.8,4,3162.2,0,3,1.22586e-06,1
87,annealing_T=75_h=25,1.66939,0.0367462,123.428,4,30.8571,0,3,1.64865e-06,1,1.61439,0.0499951,109.624,4,27.4061,0,3,2.63669e-06,1
88,annealing_T=75_h=25,2.37727,0.00290753,387.611,4,96.9026,0,3,2.8504e-06,1,2.35792,0.00308677,854.468,4,213.617,0,3,1.81463e-06,1
89,annealing_T=75_h=25,-0.530844,0.8168,99.6495,4,24.9124,0,3,6.57436e-09,1,3.50393,0.54869,97.6476,4,24.4119,0,3,1.10405e-06,1
90,annealing_T=75_h=25,2.53179,0.00308898,3063.22,4,765.806,0,3,1.18635e-05,1,2.58645,0.00383588,1472.56,4,368.139,0,3,5.96242e-07,1
