spot,x,y,phase,A,A_stat_error,lambda,lambda_stat_error,deltaLambda,chi2,ndf,chi2ndf,prob,fit_status,covmatrix_status,edm,converged
21,808.64,590.22,annealing_T=75_h=5,56.6528,1.52495,0.0866187,0.00128806,0.00401818,123.08,2,61.54,1.87719e-27,0,3,1.16192e-06,1
22,817.21,318.14,annealing_T=75_h=5,9.53177,1.10067,0.0955729,0.00547784,0.0203525,22.5592,2,11.2796,1.2628e-05,0,3,4.5738e-10,1
23,868.63,1010.26,annealing_T=75_h=5,150.342,2.36062,0.0573735,0.000757507,0.00143931,29.6747,2,14.8373,3.59936e-07,0,3,1.85345e-07,1
24,1007.38,125.28,annealing_T=75_h=5,9.19009,1.40422,0.0731452,0.00727578,0.0161492,12.0942,2,6.04712,0.00236466,0,3,2.10694e-06,1
25,1048.68,960.21,annealing_T=75_h=5,33.2516,0.965556,0.0991334,0.00137138,0.000742964,75.9339,2,37.9669,3.24466e-17,0,3,4.65732e-06,1
26,1051.65,806.95,annealing_T=75_h=5,22.0817,2.05211,0.0541455,0.00452921,0.0139637,183.231,2,91.6157,1.62852e-40,0,3,4.12999e-08,1
27,1069.49,238.15,annealing_T=75_h=5,0.897384,0.263336,0.162746,0.0135038,0.154699,3.08749,2,1.54375,0.21358,0,3,1.46726e-07,1
28,1088.31,913.42,annealing_T=75_h=5,48.3646,10.9383,-0.0139964,0.0111952,0.0628975,270.141,2,135.071,2.18557e-59,0,3,9.43088e-06,1
29,1089.43,690.7,annealing_T=75_h=5,27.0504,1.69581,0.0666002,0.00302141,0.00458324,89.228,2,44.614,4.21105e-20,0,3,1.00805e-10,1
30,1149.9,431.93,annealing_T=75_h=5,27.0252,1.91567,0.0519827,0.00343682,0.0221419,33.0593,2,16.5296,6.62629e-08,0,3,1.89446e-08,1
31,1170.42,242.88,annealing_T=75_h=5,812.001,2.8909,0.0689439,0.000172201,0.000260826,1.8642,2,0.932101,0.393726,0,3,8.36514e-08,1
32,1181.24,596.8,annealing_T=75_h=5,11.6666,1.3027,0.0706029,0.00537359,0.0248156,39.4326,2,19.7163,2.73728e-09,0,3,1.85169e-09,1
33,1228.5,674.1,annealing_T=75_h=5,2136.82,228.782,-0.167287,0.00568506,0.039706,702.538,2,351.269,2.791e-153,0,3,3.53916e-06,1
34,1242.29,157.45,annealing_T=75_h=5,3.07,0.447727,0.138073,0.00682044,0.0187934,65.7148,2,32.8574,5.37303e-15,0,3,1.75641e-08,1
35,1245.15,487.32,annealing_T=75_h=5,166.983,2.43654,0.0398653,0.000710128,0.000499538,1432.61,2,716.306,8.17261e-312,0,3,3.2878e-06,1
36,1254.62,598.09,annealing_T=75_h=5,-2508.1,3505.25,-0.340411,0.0790065,0,108.419,2,54.2093,2.8655e-24,0,3,6.07374e-08,1
37,1255.51,234.77,annealing_T=75_h=5,-12.851,5.45742,-0.01756,0.0215276,0.185103,113.192,2,56.5962,2.63373e-25,0,3,4.39061e-08,1
38,1267.2,416.11,annealing_T=75_h=5,3.96318,0.722359,0.106073,0.00864088,0.016132,2.65043,2,1.32522,0.265746,0,3,1.52445e-09,1
39,1287.89,877.4,annealing_T=75_h=5,6.49389,0.671001,0.103612,0.00492143,0.005278,49.9754,2,24.9877,1.406e-11,0,3,2.8353e-09,1
40,1293.51,324.01,annealing_T=75_h=5,13.2294,1.06377,0.0798334,0.00389193,0.0284406,9.49594,2,4.74797,0.00866926,0,3,1.80319e-06,1
41,1321.43,77.28,annealing_T=75_h=5,46.757,7.02019,0.00224232,0.00740311,0.0193,23.7769,2,11.8884,6.86936e-06,0,3,1.10488e-08,1
42,1372.62,814.58,annealing_T=75_h=5,42.6115,1.02267,0.0828763,0.00115885,0.00411303,7.78942,2,3.89471,0.0203493,0,3,2.1838e-06,1
43,1376.11,916.17,annealing_T=75_h=5,58.475,2.6653,0.0486129,0.00218948,0.00198087,123.824,2,61.9119,1.29424e-27,0,3,1.38361e-06,1
44,1497.7,511.8,annealing_T=75_h=5,155.597,1.76078,0.066756,0.000538682,0.0014314,191.29,2,95.6451,2.89637e-42,0,3,2.10211e-08,1
45,1503.14,867.18,annealing_T=75_h=5,33.3478,1.01193,0.0827637,0.00141511,0.00184188,137.951,2,68.9757,1.10718e-30,0,3,9.74501e-09,1
46,1537.23,408.84,annealing_T=75_h=5,9.40908,1.35438,0.0797224,0.00691179,0.0460906,6.71003,2,3.35502,0.0349088,0,3,4.604e-07,1
47,1585.57,813.87,annealing_T=75_h=5,2.54898,0.816099,0.114403,0.0149468,0.0206757,29.8119,2,14.9059,3.36069e-07,0,3,8.64807e-10,1
48,1585.08,655.39,annealing_T=75_h=5,10.1596,1.52537,0.0756226,0.00723991,0.0119649,85.2734,2,42.6367,3.04163e-19,0,3,9.05015e-07,1
49,1618.3,708.43,annealing_T=75_h=5,1.15527,0.255367,0.158238,0.010286,0.0375355,23.0561,2,11.5281,9.84989e-06,0,3,3.62655e-06,1
50,1733.27,726.6,annealing_T=75_h=5,1321.15,5.76499,0.0549396,0.000212887,0.000219085,1915.34,2,957.669,0,0,3,2.98141e-06,1
51,1773.4,482.46,annealing_T=75_h=5,142.827,1.93198,0.0581419,0.000651054,0.00265909,99.2048,2,49.6024,2.8705e-22,0,3,4.5722e-08,1
52,1783.13,559.79,annealing_T=75_h=5,32.685,1.02618,0.0983751,0.00148312,0.00474888,43.0769,2,21.5384,4.42559e-10,0,3,7.9171e-07,1
53,1821.59,360.92,annealing_T=75_h=5,169.464,2.82465,0.0452737,0.000801838,0.00245825,240.266,2,120.133,6.71154e-53,0,3,1.09097e-06,1
54,1821.76,997.54,annealing_T=75_h=5,424.353,36.0619,-0.0713416,0.0043133,0.027743,1446.28,2,723.139,0,0,3,4.43691e-08,1
55,1852.1,562.21,annealing_T=75_h=5,220.932,2.99338,0.0529352,0.000657419,0.000573051,91.1704,2,45.5852,1.59441e-20,0,3,1.78633e-06,1
56,95.44,357.56,annealing_T=75_h=5,66.0501,1.76789,0.0726456,0.00127763,0.000777065,102.179,2,51.0897,6.48642e-23,0,3,7.38099e-08,1
57,455.83,769.99,annealing_T=75_h=5,10.7208,0.948572,0.0986701,0.00416476,0.011482,32.6838,2,16.3419,7.99463e-08,0,3,1.38983e-08,1
58,514.85,885.19,annealing_T=75_h=5,909.267,11.8011,0.015755,0.000705183,0.00414774,2167.73,2,1083.87,0,0,3,3.11788e-09,1
59,701.14,368.89,annealing_T=75_h=5,13.9256,2.56909,0.0469164,0.00887682,0.0046174,13.401,2,6.70048,0.00123033,0,3,4.39988e-06,1
60,739.67,317.41,annealing_T=75_h=5,1.12997,0.457544,0.126799,0.0191849,0.0591184,41.0729,2,20.5364,1.20541e-09,0,3,5.56359e-07,1
61,908.4,734.69,annealing_T=75_h=5,130.602,1.94231,0.0629498,0.000723807,0.000229805,280.751,2,140.375,1.08582e-61,0,3,2.93123e-06,1
62,1176.9,932.85,annealing_T=75_h=5,9.83746,0.992058,0.100034,0.00478329,0.00742814,36.154,2,18.077,1.41013e-08,0,3,1.94026e-09,1
63,1323.73,532.28,annealing_T=75_h=5,3.50077,0.934442,0.105985,0.0127056,0.0137433,31.1002,2,15.5501,1.76473e-07,0,3,3.82582e-08,1
64,1653.91,632.66,annealing_T=75_h=5,11.1247,1.55886,0.0516338,0.00677696,0.0074216,247.591,2,123.795,1.72337e-54,0,3,5.77848e-07,1
65,1845.76,892.77,annealing_T=75_h=5,389.703,12.069,-0.0133024,0.00148896,0.00405686,2286.24,2,1143.12,0,0,3,3.96743e-06,1
66,587.17,496.47,annealing_T=75_h=5,6.67933,1.22067,0.0811856,0.00862249,0.0133086,10.4196,2,5.20982,0.00546265,0,3,1.26766e-06,1
67,1464.56,947.06,annealing_T=75_h=5,5.39106,1.45524,0.085685,0.0128037,0.0299572,20.4713,2,10.2356,3.58687e-05,0,3,1.00912e-06,1
68,1617.26,990.45,annealing_T=75_h=5,243.808,1.90712,0.0647759,0.000377187,0.00105012,179.885,2,89.9425,8.67867e-40,0,3,3.32379e-07,1
69,1088.77,525.06,annealing_T=75_h=5,821.079,5.77339,0.0484879,0.000338246,0.000243841,364.811,2,182.406,6.05668e-80,0,3,8.32283e-09,1
70,1387.93,120.06,annealing_T=75_h=5,2.77603,0.318193,0.142705,0.0053258,0.00903682,4.20854,2,2.10427,0.121935,0,3,1.23686e-08,1
71,1404.5,209.21,annealing_T=75_h=5,45.2896,1.39086,0.0650618,0.0014834,0.00156091,1.28741,2,0.643706,0.525342,0,3,2.54645e-09,1
72,1425.02,354.88,annealing_T=75_h=5,19.1648,2.11273,0.0520576,0.00538351,0.0138708,102.878,2,51.4392,4.57355e-23,0,3,3.84361e-08,1
73,636.75,916.39,annealing_T=75_h=5,11.8761,1.19446,0.0836084,0.00479486,0.0172498,40.6762,2,20.3381,1.46986e-09,0,3,2.80773e-08,1
74,860.52,473.69,annealing_T=75_h=5,43.1585,1.27653,0.0727556,0.001406,0.00359073,38.4981,2,19.2491,4.36756e-09,0,3,1.98799e-08,1
75,1177.23,652.6,annealing_T=75_h=5,5.68426e-18,8.58574e-18,1.79537,0.0668724,0,46.6095,2,23.3048,7.56604e-11,4,1,0.00549984,0
76,1598.55,321.37,annealing_T=75_h=5,0.0328,0.0347091,0.267532,0.0476473,0,0.132345,2,0.0661725,0.935969,0,3,7.49722e-07,1
77,1680.42,254.45,annealing_T=75_h=5,3.37074,0.780105,0.107543,0.0107951,0.0249741,53.2624,2,26.6312,2.71785e-12,0,3,4.76513e-10,1
78,1723.33,806.39,annealing_T=75_h=5,13.2499,1.28965,0.0850389,0.00460865,0.00869248,10.0212,2,5.0106,0.00666692,0,3,1.10726e-06,1
79,573.94,124.39,annealing_T=75_h=5,1.31068,0.458874,0.143495,0.0164073,0.0800503,17.8778,2,8.93891,0.000131184,0,3,8.15651e-09,1
80,831.57,886.47,annealing_T=75_h=5,344.672,2.31209,0.0658629,0.000323198,0.000655184,114.896,2,57.4481,1.12363e-25,0,3,2.04997e-08,1
81,913.25,408.38,annealing_T=75_h=5,372.673,2.19146,0.0667751,0.000283262,0.000288472,3.01999,2,1.51,0.220911,0,3,9.08216e-10,1
82,1537.11,139.07,annealing_T=75_h=5,13.7077,1.15496,0.0831996,0.00398476,0.00790058,21.6991,2,10.8495,1.94138e-05,0,3,1.92268e-07,1
83,1558.55,210.1,annealing_T=75_h=5,128.805,5.62707,0.0461219,0.00207286,0.00261369,1439.51,2,719.754,0,0,3,2.47608e-07,1
84,1735.76,910.82,annealing_T=75_h=5,-6.10951,3.25887,0.0400214,0.0257816,0.334585,47.1721,2,23.586,5.71099e-11,0,3,9.95746e-06,1
85,1769.97,210.83,annealing_T=75_h=5,764.645,3.3324,0.0586457,0.000212078,0.000119146,137.831,2,68.9156,1.1758e-30,0,3,1.92398e-06,1
86,490.02,98.85,annealing_T=75_h=5,448.602,2.58435,0.0615256,0.000278432,0.000806912,110.099,2,55.0497,1.23663e-24,0,3,2.18462e-07,1
87,792.1,250.31,annealing_T=75_h=5,12.786,0.760092,0.0980704,0.00279411,0.0182498,49.7852,2,24.8926,1.54626e-11,0,3,2.88928e-09,1
88,1096.47,199.77,annealing_T=75_h=5,0.0697267,0.105628,0.195329,0.0691377,0,60.1249,2,30.0625,8.7909e-14,0,3,1.86174e-07,1
