spot,phase,lambda_R16,lambdaerr_R16,chi2_R16,ndf_R16,chi2ndf_R16,fit_status_R16,covmatrix_status_R16,edm_R16,converged_R16,lambda_R24,lambdaerr_R24,chi2_R24,ndf_R24,chi2ndf_R24,fit_status_R24,covmatrix_status_R24,edm_R24,converged_R24
40,annealing_T=125_h=25,0.0505974,0.00442554,0.890469,2,0.445234,0,3,2.50715e-06,1,0.0332011,0.0068376,24.1401,2,12.0701,0,3,3.16163e-09,1
41,annealing_T=125_h=25,-0.00268475,0.11534,52.5758,2,26.2879,0,3,1.3114e-08,1,1.80946,0.0704044,64.0703,2,32.0351,4,1,0.127492,0
42,annealing_T=125_h=25,-0.333588,0.00627941,465.259,2,232.63,0,3,4.29951e-08,1,-0.31623,0.00762269,189.227,2,94.6135,0,3,3.27502e-07,1
43,annealing_T=125_h=25,0.0726984,0.0101782,9.28517,2,4.64259,0,3,1.76741e-09,1,0.0070838,0.0119443,35.4099,2,17.705,0,3,3.2479e-06,1
44,annealing_T=125_h=25,0.0632907,0.00460794,2.57719,2,1.28859,0,3,3.26684e-08,1,0.0629635,0.00558315,57.9833,2,28.9917,0,3,1.71071e-08,1
45,annealing_T=125_h=25,0.204765,0.0356617,2.80209,2,1.40104,0,3,4.59708e-06,1,0.0593239,0.050859,5.37308,2,2.68654,0,3,4.07321e-06,1
46,annealing_T=125_h=25,-0.14255,0.0394268,24.3533,2,12.1766,0,3,3.43331e-07,1,-0.174929,0.0365736,5.09764,2,2.54882,0,3,3.95677e-06,1
47,annealing_T=125_h=25,-0.0407093,0.0425934,25.0129,2,12.5065,0,3,8.06511e-06,1,-0.0540029,0.0253787,20.9146,2,10.4573,0,3,2.31009e-06,1
48,annealing_T=125_h=25,0.107272,0.0433316,70.8338,2,35.4169,0,3,1.66207e-07,1,-0.0745069,0.0396004,73.155,2,36.5775,0,3,1.17013e-06,1
49,annealing_T=125_h=25,-1.43851,0.219752,53.226,2,26.613,4,1,0.000207316,0,-0.696421,0.313589,33.6337,2,16.8169,0,3,7.33e-07,1
50,annealing_T=125_h=25,0.0701999,0.00225927,12.7687,2,6.38437,0,3,2.3083e-07,1,0.0650145,0.0032923,13.567,2,6.78349,0,3,8.51983e-07,1
51,annealing_T=125_h=25,0.0387781,0.017409,12.9613,2,6.48066,0,3,3.23228e-06,1,0.0538014,0.0651636,58.2884,2,29.1442,0,3,3.04348e-06,1
52,annealing_T=125_h=25,0.0542056,0.0048752,31.2061,2,15.603,0,3,7.00933e-08,1,0.064915,0.00633523,50.5034,2,25.2517,0,3,1.75684e-06,1
53,annealing_T=125_h=25,0.0549327,0.000798465,73.5309,2,36.7654,0,3,4.32527e-06,1,0.053584,0.00118825,62.3697,2,31.1848,0,3,3.15389e-10,1
54,annealing_T=125_h=25,-0.115103,0.00479424,866.609,2,433.305,0,3,1.58667e-09,1,-0.104979,0.0074803,520.947,2,260.473,0,3,9.23198e-09,1
55,annealing_T=125_h=25,0.0639893,0.00643513,30.4894,2,15.2447,0,3,1.84085e-06,1,0.0550232,0.00857505,10.5519,2,5.27596,0,3,9.38687e-08,1
56,annealing_T=125_h=25,-0.0456368,0.0198981,11.1708,2,5.58538,0,3,5.09747e-06,1,-0.0227814,0.0274241,5.11839,2,2.55919,0,3,6.16281e-07,1
57,annealing_T=125_h=25,0.0120934,0.0133881,25.0072,2,12.5036,0,3,5.25354e-06,1,0.0602546,0.0216608,14.2527,2,7.12636,0,3,1.04415e-05,1
58,annealing_T=125_h=25,0.0799513,0.00239847,35.0587,2,17.5293,0,3,6.04006e-06,1,0.0728313,0.00313425,11.9405,2,5.97023,0,3,1.15024e-10,1
59,annealing_T=125_h=25,-1.8607,0.113797,22.584,2,11.292,4,1,0.00552262,0,-1.79733,0.0895467,41.3391,2,20.6695,4,1,0.00699348,0
60,annealing_T=125_h=25,0.238002,0.0637879,31.8393,2,15.9197,0,3,2.44154e-06,1,0.292077,0.0561741,15.9954,2,7.9977,0,3,7.13407e-07,1
61,annealing_T=125_h=25,0.0856184,0.0027739,129.17,2,64.5849,0,3,7.29689e-07,1,0.0719313,0.00368805,112.583,2,56.2915,0,3,1.03693e-07,1
62,annealing_T=125_h=25,0.0355073,0.0142881,17.4671,2,8.73356,0,3,3.67801e-07,1,-0.0113582,0.0215521,5.1991,2,2.59955,0,3,4.54507e-06,1
63,annealing_T=125_h=25,-0.120368,0.227629,10.429,2,5.21451,0,3,1.03869e-08,1,-2.38571,0.160578,26.9164,2,13.4582,4,1,0.00151208,0
64,annealing_T=125_h=25,0.0366484,0.0755205,25.1226,2,12.5613,0,3,4.74314e-06,1,1.15256,0.54602,12.0943,2,6.04717,1,2,2.67709e-06,0
65,annealing_T=125_h=25,-0.0115668,0.000971087,12909.1,2,6454.53,0,3,7.38398e-08,1,-0.0252476,0.00118414,10364,2,5182.02,0,3,1.29141e-05,1
66,annealing_T=125_h=25,0.0179046,0.0117808,28.9386,2,14.4693,0,3,4.26122e-09,1,0.0330426,0.0221305,102.94,2,51.4701,0,3,2.19395e-06,1
67,annealing_T=125_h=25,-0.325349,3.26761,6.57334,2,3.28667,0,3,3.41017e-08,1,-0.223125,0.0750814,5.38996,2,2.69498,0,3,8.1089e-09,1
68,annealing_T=125_h=25,0.0731498,0.00122673,15.692,2,7.846,0,3,3.50272e-07,1,0.0742252,0.00181424,7.6694,2,3.8347,0,3,4.84491e-06,1
69,annealing_T=125_h=25,0.075615,0.000733347,8.07828,2,4.03914,0,3,5.37732e-09,1,0.0815793,0.00104385,12.6162,2,6.30812,0,3,4.98298e-07,1
70,annealing_T=125_h=25,-0.108938,0.0620914,11.497,2,5.74852,0,3,1.21284e-05,1,-0.0812589,0.154779,25.5062,2,12.7531,0,3,1.15726e-05,1
71,annealing_T=125_h=25,0.317147,0.322876,1.34256,2,0.671282,0,3,1.60164e-06,1,0.242588,0.0918528,7.02628,2,3.51314,0,3,1.95047e-06,1
72,annealing_T=125_h=25,-0.0116624,0.0463059,28.7575,2,14.3787,0,3,4.24652e-06,1,0.0232613,0.0355029,33.8555,2,16.9277,0,3,1.16239e-05,1
73,annealing_T=125_h=25,0.0371579,0.0134376,61.0813,2,30.5407,0,3,1.61624e-08,1,0.100248,0.0261383,96.1773,2,48.0886,0,3,5.78017e-06,1
74,annealing_T=125_h=25,0.117282,0.00441886,0.781989,2,0.390994,0,3,3.30399e-06,1,0.14482,0.00722861,7.76518,2,3.88259,0,3,8.1961e-06,1
75,annealing_T=125_h=25,0.0553514,0.106777,54.4669,2,27.2335,0,3,2.04078e-08,1,-0.24883,0.135118,42.7293,2,21.3646,0,3,8.77604e-08,1
76,annealing_T=125_h=25,-0.549869,0.411992,3.75588,2,1.87794,0,3,2.63786e-06,1,0.458785,0.0827219,6.63499,2,3.31749,0,3,5.11058e-07,1
77,annealing_T=125_h=25,0.0902816,0.0110359,0.170119,2,0.0850593,0,3,4.3416e-07,1,0.0222369,0.0158527,1.28118,2,0.64059,0,3,2.88111e-06,1
78,annealing_T=125_h=25,0.103562,0.0105472,11.6748,2,5.83741,0,3,4.52273e-06,1,0.12125,0.017156,0.835893,2,0.417947,0,3,4.24001e-06,1
79,annealing_T=125_h=25,0.0813512,0.00687887,26.557,2,13.2785,0,3,3.68115e-06,1,0.0945158,0.00976537,10.9055,2,5.45275,0,3,4.25051e-06,1
80,annealing_T=125_h=25,-0.4681,0.00659562,55830.9,2,27915.4,0,3,1.11764e-05,1,-0.420167,0.00839711,33882.4,2,16941.2,0,3,8.83744e-06,1
81,annealing_T=125_h=25,-0.195034,0.00203485,44399.2,2,22199.6,0,3,1.80757e-07,1,-0.260437,0.002135,22698.1,2,11349.1,0,3,7.35667e-10,1
82,annealing_T=125_h=25,0.127985,0.0143793,47.1075,2,23.5537,0,3,6.42752e-07,1,0.275979,0.0317563,52.544,2,26.272,0,3,2.45301e-07,1
83,annealing_T=125_h=25,0.0572053,0.00303944,36.0527,2,18.0264,0,3,8.46278e-06,1,0.0549644,0.0046092,14.0505,2,7.02524,0,3,7.81511e-07,1
84,annealing_T=125_h=25,0.0887431,0.0021668,20.015,2,10.0075,0,3,9.88977e-07,1,0.0817017,0.00325568,23.8388,2,11.9194,0,3,1.24228e-07,1
85,annealing_T=125_h=25,0.0748681,0.00189466,0.537869,2,0.268935,0,3,1.57769e-07,1,0.0813098,0.00249566,9.58595,2,4.79297,0,3,8.71523e-06,1
86,annealing_T=125_h=25,0.0759213,0.00167058,10.15,2,5.07501,0,3,2.06049e-08,1,0.0782009,0.00249718,31.2818,2,15.6409,0,3,6.21511e-07,1
87,annealing_T=125_h=25,0.101746,0.00825353,34.9194,2,17.4597,0,3,2.27679e-07,1,0.0864333,0.0107303,5.42992,2,2.71496,0,3,3.19429e-06,1
88,annealing_T=125_h=25,-0.0660487,0.0471419,46.8484,2,23.4242,0,3,1.04493e-06,1,2.00287,0.221823,46.2209,2,23.1104,4,1,0.00586504,0
