spot,x,y,phase,A,A_stat_error,lambda,lambda_stat_error,deltaLambda,chi2,ndf,chi2ndf,prob,fit_status,covmatrix_status,edm,converged
15,502.79,999.04,annealing_T=100_h=25,8.49931,3.65675,0.0324317,0.0210882,0.0978215,18.4733,2,9.23666,9.74024e-05,0,3,2.11788e-07,1
16,596.32,529.42,annealing_T=100_h=25,0.247572,0.232202,0.188729,0.0435068,0.166008,57.2425,2,28.6212,3.71496e-13,0,3,9.86993e-06,1
17,610.63,337.22,annealing_T=100_h=25,12.4928,3.61781,0.0360756,0.0141029,0.00682636,27.3795,2,13.6898,1.13399e-06,0,3,6.01437e-08,1
18,650.56,440.41,annealing_T=100_h=25,3.74162,0.443363,0.127836,0.00558343,0.0406453,30.2381,2,15.1191,2.71568e-07,0,3,2.89789e-06,1
19,650.58,573.92,annealing_T=100_h=25,89.928,1.27262,0.0828649,0.000683208,0.00124107,8.15039,2,4.0752,0.0169889,0,3,3.64914e-07,1
20,661.65,688.38,annealing_T=100_h=25,3.30338,0.559777,0.112269,0.0080021,0.0116954,54.1076,2,27.0538,1.78112e-12,0,3,3.73286e-07,1
21,808.93,586.94,annealing_T=100_h=25,28.6704,1.30459,0.0801133,0.00216747,0.00682086,6.83208,2,3.41604,0.0328422,0,3,5.61246e-10,1
22,817.37,315.04,annealing_T=100_h=25,48.118,2.31171,0.0610612,0.00232756,0.0139433,104.967,2,52.4837,1.60917e-23,0,3,4.95868e-08,1
23,869.65,1007.15,annealing_T=100_h=25,15.4654,1.34294,0.0829295,0.00410852,0.00728723,71.3701,2,35.6851,3.17817e-16,0,3,6.88561e-08,1
24,1007.39,122.57,annealing_T=100_h=25,1.25581,0.298951,0.163937,0.0110642,0.0289691,20.7015,2,10.3507,3.19692e-05,0,3,1.64812e-09,1
25,1049.47,957.5,annealing_T=100_h=25,5.89025,0.94449,0.104875,0.00770217,0.0402823,40.7473,2,20.3736,1.41854e-09,0,3,1.30502e-05,1
26,1052.12,803.81,annealing_T=100_h=25,52.187,2.05666,0.0494727,0.00189999,0.00583175,63.0666,2,31.5333,2.01954e-14,0,3,2.81571e-07,1
27,1069.15,234.33,annealing_T=100_h=25,6.6673,0.968819,0.0842826,0.00691359,0.00867278,15.8339,2,7.91697,0.000364506,0,3,3.59225e-07,1
28,1088.23,912.11,annealing_T=100_h=25,-5.8257e-08,3.11988e-07,0.828449,0.22115,0,14.6122,2,7.30608,0.000671443,4,1,0.00160097,0
29,1089.66,687.49,annealing_T=100_h=25,11.6538,0.741041,0.093313,0.00305798,0.007574,278.886,2,139.443,2.75816e-61,0,3,1.49311e-08,1
30,1150.55,428.66,annealing_T=100_h=25,4.54468,0.705696,0.107543,0.00740938,0.0313097,12.506,2,6.25298,0.00192471,0,3,8.75167e-08,1
31,1170.56,239.65,annealing_T=100_h=25,960.35,4.02547,0.0632482,0.00020194,0.000285912,142.106,2,71.0532,1.38673e-31,0,3,4.07178e-09,1
32,1180.82,594.91,annealing_T=100_h=25,-849.403,773.019,-0.245341,0.0507315,0.371396,12.585,2,6.2925,0.00185012,0,3,9.12759e-06,1
33,1228.01,668.95,annealing_T=100_h=25,0.596124,0.647254,0.128041,0.0514823,0,16.2538,2,8.12692,0.000295478,0,3,5.32311e-09,1
34,1242.2,153.93,annealing_T=100_h=25,11.6593,1.75622,0.0641139,0.00728486,0.0130001,2.60915,2,1.30458,0.271287,0,3,3.87254e-07,1
35,1245.35,483.98,annealing_T=100_h=25,18.4998,0.574133,0.102966,0.00147778,0.00490244,458.122,2,229.061,3.31201e-100,0,3,1.83396e-06,1
36,1255.97,595.66,annealing_T=100_h=25,25.0977,3.09556,0.0294023,0.00611001,0.02836,276.988,2,138.494,7.12597e-61,0,3,1.13799e-08,1
37,1255.51,234.77,annealing_T=100_h=25,-3.08442,2.67102,0.00718851,0.0426851,0.194052,231.387,2,115.694,5.68756e-51,0,3,8.00945e-09,1
38,1267.76,413.31,annealing_T=100_h=25,6.27038,0.967624,0.0843679,0.00733003,0.0602881,21.0309,2,10.5155,2.7114e-05,0,3,1.13055e-09,1
39,1287.56,876.27,annealing_T=100_h=25,0.00112336,0.00204585,0.427677,0.0804864,0,41.9056,2,20.9528,7.94901e-10,0,3,1.54424e-07,1
40,1293.85,320.47,annealing_T=100_h=25,19.852,1.52701,0.0652099,0.00378869,0.00725072,15.1457,2,7.57286,0.000514219,0,3,4.43332e-07,1
41,1321.6,76.13,annealing_T=100_h=25,8.00458,1.51252,0.0755228,0.00908834,0.0143732,7.86935,2,3.93467,0.0195521,0,3,9.75304e-08,1
42,1373.3,811.16,annealing_T=100_h=25,11.8243,0.983744,0.0960004,0.00395472,0.00924963,2.71258,2,1.35629,0.257615,0,3,2.99796e-07,1
43,1376.56,912.64,annealing_T=100_h=25,4282.1,494.801,-0.201062,0.00635416,0.0297297,1049.91,2,524.956,1.03434e-228,0,3,1.47094e-06,1
44,1497.61,507.96,annealing_T=100_h=25,172.777,2.13808,0.0603573,0.000600876,0.000547897,101.518,2,50.7589,9.03016e-23,0,3,1.48202e-08,1
45,1502.88,866.45,annealing_T=100_h=25,2.08132,0.387107,0.127628,0.00871483,0.118588,110.343,2,55.1714,1.09482e-24,0,3,6.83132e-06,1
46,1537.56,405.87,annealing_T=100_h=25,1.49087,0.436559,0.149827,0.0136512,0.0818493,257.859,2,128.93,1.01535e-56,0,3,1.10212e-07,1
47,1584.63,812.68,annealing_T=100_h=25,0.760605,0.361601,0.148497,0.0223108,0.127911,9.07798,2,4.53899,0.0106842,0,3,6.05314e-09,1
48,1585.61,651.71,annealing_T=100_h=25,16.1086,2.03986,0.0526529,0.00618033,0.00496643,52.4274,2,26.2137,4.12614e-12,0,3,3.13341e-10,1
49,1618.59,705.34,annealing_T=100_h=25,9.2552,1.74138,0.0643758,0.00904746,0.0255622,24.7881,2,12.394,4.14326e-06,0,3,7.26745e-06,1
50,1733.69,722.9,annealing_T=100_h=25,830.193,4.26404,0.054881,0.000249624,0.000204533,51.0271,2,25.5136,8.30994e-12,0,3,1.75138e-09,1
51,1773.56,478.34,annealing_T=100_h=25,21.6412,2.6233,0.0479423,0.00586193,0.00424057,109.624,2,54.8122,1.56802e-24,0,3,3.32141e-06,1
52,1783.48,555.91,annealing_T=100_h=25,39.3656,1.93663,0.0721244,0.00239647,0.00666343,19.6509,2,9.82547,5.4057e-05,0,3,5.29316e-09,1
53,1821.78,357.1,annealing_T=100_h=25,65.4365,1.47758,0.0788414,0.0010705,0.00330758,35.7805,2,17.8902,1.69968e-08,0,3,4.51944e-07,1
54,1821.78,997.06,annealing_T=100_h=25,8.54566e+06,5.32904e+06,-0.671753,0.0360954,0.131378,104.949,2,52.4745,1.62404e-23,0,3,3.475e-06,1
55,1852.28,558.37,annealing_T=100_h=25,220.582,2.67414,0.0616603,0.000591362,0.000826151,275.272,2,137.636,1.68045e-60,0,3,5.87467e-07,1
56,94.92,354.44,annealing_T=100_h=25,5.41109,0.980826,0.104097,0.00853586,0.0308135,13.2904,2,6.6452,0.00130024,0,3,7.9852e-09,1
57,456.85,767.35,annealing_T=100_h=25,3.04336,0.909885,0.10427,0.0141433,0.026279,38.0438,2,19.0219,5.4814e-09,0,3,9.31871e-08,1
58,515.76,882.35,annealing_T=100_h=25,27.159,0.965608,0.101109,0.00169314,0.0094145,15.3393,2,7.66963,0.00046679,0,3,6.5425e-08,1
59,701.14,368.89,annealing_T=100_h=25,-890.623,6488.11,-0.328358,0.414553,0.44228,20.2161,2,10.1081,4.07499e-05,0,3,1.49826e-06,1
60,740.09,314.55,annealing_T=100_h=25,-89.885,65.0446,-0.121122,0.0382259,0.127378,19.1608,2,9.58039,6.90702e-05,0,3,2.14728e-07,1
61,909.02,731.58,annealing_T=100_h=25,75.0132,2.08214,0.0597393,0.00135262,0.00244808,44.338,2,22.169,2.35576e-10,0,3,4.53819e-06,1
62,1177.47,929.7,annealing_T=100_h=25,5.93247,1.61354,0.0788925,0.0129894,0.0149904,64.8409,2,32.4205,8.31713e-15,0,3,6.50899e-09,1
63,1323.28,531.27,annealing_T=100_h=25,1.91199e+17,4.56723e+17,-2.25376,0.155805,0,28.9179,2,14.459,5.25476e-07,4,1,0.0012788,0
64,1654.27,629.22,annealing_T=100_h=25,8.21857,0.986358,0.0799473,0.00578232,0.0331759,35.1449,2,17.5724,2.33552e-08,0,3,1.50905e-08,1
65,1848.07,887.74,annealing_T=100_h=25,7.90812,0.637386,0.113187,0.00385145,0.00614241,35.0573,2,17.5286,2.44009e-08,0,3,7.32674e-09,1
66,587.06,497.01,annealing_T=100_h=25,29.3767,5.48183,0.0106903,0.00923259,0.0232328,51.3191,2,25.6596,7.18113e-12,0,3,2.21986e-08,1
67,1464.37,947.7,annealing_T=100_h=25,3555.04,4462.61,-0.331868,0.0709464,0.255647,13.8854,2,6.94269,0.000965672,0,3,1.89489e-06,1
68,1618.55,988.07,annealing_T=100_h=25,133.169,2.09916,0.0598006,0.000765316,0.00336725,150.909,2,75.4546,1.70016e-33,0,3,1.77127e-06,1
69,1089.47,522.83,annealing_T=100_h=25,369.95,2.58673,0.0569775,0.000340952,3.54151e-05,596.973,2,298.487,2.33853e-130,0,3,2.06175e-07,1
70,1387.85,117,annealing_T=100_h=25,107.173,16.5254,-0.0389705,0.00780284,0.0235129,229.903,2,114.951,1.19477e-50,0,3,2.06804e-08,1
71,1404.83,206.26,annealing_T=100_h=25,30.5759,3.3325,0.0242117,0.00534436,0.0133108,1.05602,2,0.528008,0.589779,0,3,2.3688e-08,1
72,1425.9,351.88,annealing_T=100_h=25,34.4848,4.15269,0.0284031,0.00586387,0.0269841,22.4759,2,11.2379,1.31653e-05,0,3,2.78444e-08,1
73,636.75,916.39,annealing_T=100_h=25,10.4543,0.858363,0.0998564,0.00393472,0.00663859,154.073,2,77.0366,3.49503e-34,0,3,1.477e-09,1
74,860.52,473.69,annealing_T=100_h=25,10.239,0.989726,0.0857745,0.00459076,0.0220465,71.0974,2,35.5487,3.64238e-16,0,3,7.77689e-07,1
75,1177.23,652.6,annealing_T=100_h=25,39.637,2.10397,0.0595452,0.00255984,0.00669538,19.7595,2,9.87977,5.12003e-05,0,3,1.8745e-09,1
76,1598.55,321.37,annealing_T=100_h=25,4.9419,1.25181,0.0833562,0.0121611,0.0169498,49.6951,2,24.8476,1.61751e-11,0,3,5.86635e-07,1
77,1680.42,254.45,annealing_T=100_h=25,19.861,2.50955,0.0398115,0.00612409,0.0367716,88.0554,2,44.0277,7.56852e-20,0,3,1.44595e-07,1
78,1723.33,806.39,annealing_T=100_h=25,10.8781,1.68072,0.0652627,0.00744921,0.0302493,3.10585,2,1.55292,0.211629,0,3,7.01966e-08,1
79,573.94,124.39,annealing_T=100_h=25,0.595698,0.191426,0.197503,0.0149309,0.0511213,56.3707,2,28.1854,5.74457e-13,0,3,2.2099e-06,1
80,831.57,886.47,annealing_T=100_h=25,378.696,2.6559,0.0516535,0.000339788,0.00143098,526.425,2,263.213,4.87782e-115,0,3,4.14706e-06,1
81,913.25,408.38,annealing_T=100_h=25,123.985,1.3203,0.0805163,0.000510087,0.00239807,89.5673,2,44.7837,3.55386e-20,0,3,4.92834e-07,1
82,1537.11,139.07,annealing_T=100_h=25,3.93709,0.616657,0.129446,0.00735292,0.0264918,15.2436,2,7.62181,0.000489654,0,3,1.28148e-07,1
83,1558.55,210.1,annealing_T=100_h=25,32.3081,2.47158,0.051393,0.00371351,0.00946553,142.167,2,71.0833,1.34557e-31,0,3,4.28865e-07,1
84,1735.76,910.82,annealing_T=100_h=25,3.25757e+13,6.37946e+13,-1.73232,0.155728,0,2.08579,2,1.04289,0.352433,4,1,0.00883751,0
85,1769.97,210.83,annealing_T=100_h=25,41.5133,1.29663,0.0853939,0.00151255,0.00162045,146.865,2,73.4326,1.28417e-32,0,3,7.37533e-08,1
86,490.02,98.85,annealing_T=100_h=25,246.18,4.484,0.027503,0.000899614,0.00247219,469.162,2,234.581,1.32648e-102,0,3,5.808e-07,1
87,792.1,250.31,annealing_T=100_h=25,1.7819,0.302251,0.152289,0.0078579,0.0224552,73.5699,2,36.785,1.05801e-16,0,3,1.66036e-06,1
88,1096.47,199.77,annealing_T=100_h=25,26.169,10.0218,-0.0266976,0.0190419,0.0526071,30.4658,2,15.2329,2.42342e-07,0,3,6.45515e-06,1
