spot,phase,B_R16,Berr_R16,chi2_R16,ndf_R16,chi2ndf_R16,fit_status_R16,covmatrix_status_R16,edm_R16,converged_R16,B_R24,Berr_R24,chi2_R24,ndf_R24,chi2ndf_R24,fit_status_R24,covmatrix_status_R24,edm_R24,converged_R24
32,annealing_T=100_h=25,1.57056,0.029575,81.9569,4,20.4892,0,3,1.49317e-08,1,1.57886,0.044125,164.083,4,41.0208,0,3,6.30812e-06,1
33,annealing_T=100_h=25,1.59862,0.000958648,619.435,4,154.859,0,3,1.09831e-06,1,1.6222,0.00115151,1291.01,4,322.752,0,3,9.50905e-06,1
34,annealing_T=100_h=25,1.73304,0.102763,241.703,4,60.4259,0,3,2.52828e-09,1,2.34243,0.260683,119.117,4,29.7794,0,3,1.56084e-09,1
35,annealing_T=100_h=25,-0.653279,0.0880429,410.923,4,102.731,0,3,3.43971e-08,1,2.07815,0.551092,228.254,4,57.0634,0,3,8.77175e-09,1
36,annealing_T=100_h=25,1.83036,0.11849,40.9151,4,10.2288,0,3,3.38801e-09,1,0.885345,0.116203,239.347,4,59.8367,0,3,7.09118e-09,1
37,annealing_T=100_h=25,1.96497,0.0372678,212.721,4,53.1804,0,3,7.56332e-08,1,1.85296,0.0568904,183.128,4,45.782,0,3,4.54148e-10,1
38,annealing_T=100_h=25,4.2218,0.00960362,5125.58,4,1281.4,0,3,9.15149e-07,1,4.37489,0.0138158,2491.18,4,622.796,0,3,5.9088e-08,1
39,annealing_T=100_h=25,2.66007,0.0754778,70.235,4,17.5588,0,3,5.33998e-09,1,3.42958,0.151344,117.649,4,29.4123,0,3,4.83925e-06,1
40,annealing_T=100_h=25,12.2306,1.40782,206.48,4,51.62,4,1,0.000119689,0,1.94979,0.280845,132.29,4,33.0726,0,3,3.20712e-08,1
41,annealing_T=100_h=25,2.15562,0.0433482,333.506,4,83.3766,0,3,9.15269e-06,1,2.5271,0.0884057,253.966,4,63.4916,0,3,1.67287e-08,1
42,annealing_T=100_h=25,1.1505,0.0527208,132.057,4,33.0142,0,3,8.78872e-08,1,0.952087,0.0780899,414.4,4,103.6,0,3,5.9364e-09,1
43,annealing_T=100_h=25,2.25469,0.0215328,13.5311,4,3.38277,0,3,2.52071e-07,1,2.19475,0.0338299,95.404,4,23.851,0,3,8.09548e-08,1
44,annealing_T=100_h=25,2.25563,0.0572209,177.852,4,44.4631,0,3,3.49925e-06,1,2.2291,0.0954726,235.194,4,58.7986,0,3,1.62414e-06,1
45,annealing_T=100_h=25,1.57337,0.0223753,124.575,4,31.1438,0,3,2.69695e-06,1,1.52964,0.0329338,82.4005,4,20.6001,0,3,1.65376e-07,1
46,annealing_T=100_h=25,2.00734,0.0107717,572.873,4,143.218,0,3,1.63773e-07,1,2.03502,0.0147239,959.461,4,239.865,0,3,1.25774e-07,1
47,annealing_T=100_h=25,3.51285,0.0393171,716.24,4,179.06,0,3,5.93712e-09,1,3.45231,0.053509,472.249,4,118.062,0,3,1.18162e-06,1
48,annealing_T=100_h=25,2.69969,0.0453835,74.0461,4,18.5115,0,3,8.01792e-07,1,2.92279,0.0610267,96.6354,4,24.1588,0,3,2.31025e-07,1
49,annealing_T=100_h=25,2.96151,0.00431707,179.306,4,44.8265,0,3,8.25838e-07,1,3.04892,0.00581929,257.6,4,64.4001,0,3,1.22755e-08,1
50,annealing_T=100_h=25,1.32381,0.0840554,348.605,4,87.1513,0,3,1.82489e-08,1,1.36362,0.0858335,312.161,4,78.0403,0,3,3.88118e-08,1
51,annealing_T=100_h=25,2.41301,0.0362019,80.7819,4,20.1955,0,3,1.43228e-07,1,2.84319,0.0761732,156.497,4,39.1242,0,3,8.38198e-06,1
52,annealing_T=100_h=25,2.39329,0.0391887,152.916,4,38.229,0,3,1.65521e-07,1,2.51733,0.0774362,268.396,4,67.0989,0,3,1.74874e-07,1
53,annealing_T=100_h=25,0.469539,0.0565903,130.268,4,32.5671,0,3,8.07062e-07,1,0.801228,0.102863,462.437,4,115.609,0,3,1.69729e-08,1
54,annealing_T=100_h=25,2.00557,0.00134337,4948.53,4,1237.13,0,3,1.38846e-05,1,2.05305,0.00165684,4241.54,4,1060.38,0,3,4.40969e-08,1
55,annealing_T=100_h=25,1.56124,0.0216113,372.646,4,93.1614,0,3,1.06235e-06,1,1.38269,0.033815,181.272,4,45.3179,0,3,4.75985e-08,1
56,annealing_T=100_h=25,1.5947,0.0105672,219.044,4,54.761,0,3,9.26897e-06,1,1.62234,0.0169314,436.3,4,109.075,0,3,1.55409e-08,1
57,annealing_T=100_h=25,2.49829,0.00810992,846.406,4,211.601,0,3,4.59363e-06,1,2.60966,0.010694,324.119,4,81.0298,0,3,2.27263e-07,1
58,annealing_T=100_h=25,2.33409,0.00818952,10214.6,4,2553.64,0,3,4.7961e-08,1,2.21115,0.0101674,4853.88,4,1213.47,0,3,2.47685e-06,1
59,annealing_T=100_h=25,1.85193,0.00432614,113.595,4,28.3987,0,3,1.21021e-05,1,1.87216,0.00534083,54.6363,4,13.6591,0,3,5.44505e-08,1
60,annealing_T=100_h=25,1.72967,0.0829772,16.7267,4,4.18168,0,3,4.05732e-06,1,1.49184,0.127259,75.0647,4,18.7662,0,3,6.23013e-07,1
61,annealing_T=100_h=25,1.95587,0.0100288,388.112,4,97.028,0,3,2.24462e-06,1,1.93166,0.0145983,516.573,4,129.143,0,3,1.8139e-07,1
62,annealing_T=100_h=25,2.4507,0.00879914,633.152,4,158.288,0,3,2.83905e-10,1,2.4831,0.0120171,802.313,4,200.578,0,3,8.9108e-07,1
63,annealing_T=100_h=25,2.6239,0.775979,149.461,4,37.3653,0,3,1.75561e-07,1,2.73147,1.12018,136.474,4,34.1185,0,3,3.7193e-06,1
64,annealing_T=100_h=25,2.41178,0.00635011,889.834,4,222.459,0,3,7.92229e-09,1,2.4646,0.00955334,527.218,4,131.804,0,3,1.01657e-07,1
65,annealing_T=100_h=25,1.62096,0.0317904,218.018,4,54.5044,0,3,3.54448e-09,1,1.4201,0.0474099,306.754,4,76.6885,0,3,1.92986e-08,1
66,annealing_T=100_h=25,6.12207,0.0802791,192.205,4,48.0513,0,3,8.49256e-06,1,6.26367,0.128489,109.834,4,27.4584,0,3,9.8772e-07,1
67,annealing_T=100_h=25,0.990996,0.347951,607.648,4,151.912,0,3,3.43104e-09,1,0.209863,0.104606,692.183,4,173.046,0,3,8.40126e-09,1
68,annealing_T=100_h=25,2.37134,0.0521059,154.842,4,38.7106,0,3,2.9946e-08,1,2.8188,0.102392,113.285,4,28.3213,0,3,3.51487e-06,1
69,annealing_T=100_h=25,3.06318,0.0283763,1268.28,4,317.07,0,3,1.80015e-09,1,3.20223,0.04342,398.163,4,99.5408,0,3,1.22846e-07,1
70,annealing_T=100_h=25,1.45274,0.0173419,174.337,4,43.5844,0,3,2.9603e-08,1,1.18309,0.024995,494.97,4,123.743,0,3,1.29933e-05,1
71,annealing_T=100_h=25,1.87742,0.0390472,42.2855,4,10.5714,0,3,4.90153e-08,1,2.17635,0.0636696,57.9739,4,14.4935,0,3,4.02717e-07,1
72,annealing_T=100_h=25,1.84283,0.024448,215.326,4,53.8316,0,3,7.16194e-07,1,1.68446,0.0416233,242.181,4,60.5453,0,3,1.14795e-07,1
73,annealing_T=100_h=25,2.48454,0.00231733,6031.98,4,1508,0,3,7.39469e-08,1,2.54741,0.00316119,3901.41,4,975.353,0,3,7.24548e-08,1
74,annealing_T=100_h=25,1.90688,0.0151675,48.7663,4,12.1916,0,3,5.723e-10,1,1.97956,0.0222463,11.3742,4,2.84356,0,3,2.24387e-07,1
75,annealing_T=100_h=25,1.7039,0.0465295,90.2586,4,22.5646,0,3,9.74954e-08,1,1.68144,0.0612502,202.107,4,50.5267,0,3,2.29315e-07,1
76,annealing_T=100_h=25,1.01865,0.0309874,19.4001,4,4.85004,0,3,1.12239e-05,1,0.671222,0.0410599,70.9679,4,17.742,0,3,1.11624e-06,1
77,annealing_T=100_h=25,2.16502,0.0106848,369.031,4,92.2578,0,3,1.34415e-05,1,2.34668,0.0149364,264.126,4,66.0315,0,3,1.10561e-06,1
78,annealing_T=100_h=25,2.16542,0.00247561,3894.13,4,973.531,0,3,3.13124e-09,1,2.2329,0.00312859,3086.01,4,771.502,0,3,8.2086e-08,1
79,annealing_T=100_h=25,2.01413,0.00328552,181.529,4,45.3823,0,3,4.14219e-07,1,2.02405,0.00426435,176.845,4,44.2112,0,3,8.84939e-06,1
80,annealing_T=100_h=25,4.72291,0.0128946,66.4637,4,16.6159,0,3,4.37338e-08,1,4.7805,0.015829,86.8717,4,21.7179,0,3,6.70704e-08,1
81,annealing_T=100_h=25,1.79239,0.0300837,14.5202,4,3.63004,0,3,9.23846e-07,1,2.05496,0.0587145,93.9015,4,23.4754,0,3,1.01283e-07,1
82,annealing_T=100_h=25,1.99299,0.0179894,285.525,4,71.3812,0,3,3.50778e-07,1,2.23759,0.030178,240.172,4,60.0429,0,3,8.45358e-09,1
83,annealing_T=100_h=25,2.02631,0.06358,97.7746,4,24.4436,0,3,6.55372e-08,1,2.171,0.0829219,379.976,4,94.9941,0,3,6.33994e-08,1
84,annealing_T=100_h=25,2.90368,0.00361768,244.837,4,61.2093,0,3,2.69617e-07,1,2.93014,0.00479425,99.6234,4,24.9058,0,3,1.34262e-06,1
85,annealing_T=100_h=25,-0.935357,0.165339,1.12454,4,0.281135,0,3,3.11665e-10,1,13.2209,0.26604,206.915,4,51.7288,4,1,0.00770443,0
86,annealing_T=100_h=25,2.35135,0.00647582,800.295,4,200.074,0,3,7.45806e-07,1,2.4843,0.00905355,621.86,4,155.465,0,3,2.90338e-06,1
87,annealing_T=100_h=25,1.20956,0.0278182,95.2413,4,23.8103,0,3,3.83264e-07,1,0.925319,0.0414632,32.4818,4,8.12045,0,3,5.65525e-06,1
88,annealing_T=100_h=25,2.22025,0.00376556,1915.09,4,478.772,0,3,1.11255e-08,1,2.21961,0.00395945,1799.78,4,449.945,0,3,3.94304e-06,1
89,annealing_T=100_h=25,2.91122,0.150456,143.883,4,35.9706,0,3,1.35963e-09,1,1.40751,0.253153,41.4195,4,10.3549,0,3,1.54131e-07,1
90,annealing_T=100_h=25,2.3707,0.0089622,1155.44,4,288.861,0,3,4.02365e-06,1,2.39544,0.0114035,962.123,4,240.531,0,3,2.25863e-08,1
