spot,x,y,phase,A,A_stat_error,B,B_stat_error,deltaB,chi2,ndf,chi2ndf,prob,fit_status,covmatrix_status,edm,converged
15,429.87,483.87,annealing_T=125_h=25,8.27823,0.225311,1.75025,0.015386,0.0289289,50.4961,4,12.624,2.84455e-10,0,3,8.24999e-07,1
16,502.6,998.15,annealing_T=125_h=25,-4.85817,0.476711,0.658873,0.0661152,0.21705,241.127,4,60.2816,5.30678e-51,0,3,1.39421e-06,1
17,596.16,526.59,annealing_T=125_h=25,0.0947178,0.0290243,3.22066,0.162442,0.289027,165.117,4,41.2792,1.16765e-34,0,3,6.48638e-09,1
18,609.71,336.02,annealing_T=125_h=25,1.0731,0.211036,1.69807,0.114544,0.311163,68.0305,4,17.0076,5.91049e-14,0,3,3.73876e-07,1
19,649.79,437.16,annealing_T=125_h=25,9.44771,0.3706,1.37403,0.023701,0.0663199,27.6283,4,6.90708,1.48341e-05,0,3,7.67294e-06,1
20,649.74,571.46,annealing_T=125_h=25,11.2585,0.118343,2.38425,0.00600672,0.0679924,250.495,4,62.6237,5.09337e-53,0,3,2.10815e-06,1
21,661,685.62,annealing_T=125_h=25,1.71071,0.159117,2.03708,0.0520612,0.136115,102.881,4,25.7203,2.3951e-21,0,3,1.39945e-05,1
22,700.01,365.51,annealing_T=125_h=25,-0.0184569,0.0142472,3.60729,0.407954,0.265002,89.1373,4,22.2843,2.00788e-18,0,3,8.83063e-07,1
23,807.93,584.47,annealing_T=125_h=25,11.0529,0.310521,1.66653,0.016187,0.101787,58.6139,4,14.6535,5.67135e-12,0,3,5.9256e-08,1
24,814.95,313.48,annealing_T=125_h=25,-0.053199,0.0435287,3.30685,0.438382,1.5912,81.4306,4,20.3576,8.66711e-17,0,3,5.34492e-07,1
25,868.08,1004.86,annealing_T=125_h=25,3.40833,0.289142,1.68235,0.0493286,0.187257,28.5477,4,7.13692,9.65834e-06,0,3,2.20419e-08,1
26,1006.42,121.5,annealing_T=125_h=25,0.167181,0.132173,2.32397,0.434491,2.82058,13.0639,4,3.26597,0.0109678,0,3,1.33449e-06,1
27,1048,954.9,annealing_T=125_h=25,8.81213e-05,9.34114e-05,7.95028,0.54663,0.890835,545.081,4,136.27,1.18655e-116,0,3,9.69876e-07,1
28,1049.48,802.35,annealing_T=125_h=25,0.3224,0.264543,1.9152,0.463903,23.5056,30.118,4,7.5295,4.63105e-06,0,3,1.47236e-08,1
29,1067.72,233.48,annealing_T=125_h=25,-4.72374,0.832229,-0.249594,0.169299,0.191137,21.421,4,5.35526,0.000261249,0,3,5.91389e-07,1
30,1087.11,909.07,annealing_T=125_h=25,-0.0178219,0.0184437,3.43018,0.550255,1.76593,135.548,4,33.8871,2.53193e-28,0,3,3.44035e-06,1
31,1088.99,685.34,annealing_T=125_h=25,2.57716,0.120083,2.26888,0.026053,0.109557,171.062,4,42.7655,6.18734e-36,0,3,2.92233e-07,1
32,1149.73,426.21,annealing_T=125_h=25,1.73685,0.271143,1.89575,0.088087,0.22971,510.138,4,127.534,4.29893e-109,0,3,3.74648e-08,1
33,1169.88,237.43,annealing_T=125_h=25,66.1152,0.296719,1.54961,0.0027914,0.0251519,787.633,4,196.908,3.66463e-169,0,3,7.10018e-08,1
34,1174.87,928.02,annealing_T=125_h=25,0.615816,0.110455,2.28819,0.0986432,0.651084,174.499,4,43.6246,1.13195e-36,0,3,5.95965e-07,1
35,1179.85,592.88,annealing_T=125_h=25,0.328432,0.100882,2.3566,0.169166,0.454284,207.083,4,51.7707,1.12682e-43,0,3,6.16401e-08,1
36,1227.31,669.2,annealing_T=125_h=25,9.00202e-14,3.36235e-13,16.2967,1.92353,0,206.629,4,51.6572,1.41075e-43,4,1,0.000235345,0
37,1241.31,152.69,annealing_T=125_h=25,0.240778,0.0610524,2.70605,0.13743,0.929228,54.322,4,13.5805,4.50589e-11,0,3,7.94417e-10,1
38,1243.96,481.74,annealing_T=125_h=25,1.10642,0.163248,1.84321,0.0840382,0.298053,84.581,4,21.1453,1.86149e-17,0,3,3.68315e-07,1
39,1254.37,594.48,annealing_T=125_h=25,-1.79834e-09,7.91842e-09,11.5413,2.13244,11.1852,34.0577,4,8.51442,7.25169e-07,4,1,0.000236667,0
40,1254.77,232.77,annealing_T=125_h=25,-0.555216,0.137011,1.78552,0.139041,0.375379,124.917,4,31.2292,4.7551e-26,0,3,4.21891e-06,1
41,1266.74,410.95,annealing_T=125_h=25,5.31621,0.484227,0.933012,0.057818,0.419348,172.664,4,43.166,2.80331e-36,0,3,3.71325e-08,1
42,1287.25,874.13,annealing_T=125_h=25,0.668857,0.236262,1.54824,0.20944,0.455325,275.912,4,68.9781,1.69536e-58,0,3,7.79279e-07,1
43,1293.13,318.49,annealing_T=125_h=25,2.12969,0.104277,2.20135,0.0271692,0.1253,184.391,4,46.0978,8.49955e-39,0,3,6.69928e-08,1
44,1320.24,72.75,annealing_T=125_h=25,1.36106,0.494563,0.81861,0.234189,1.01914,134.999,4,33.7496,3.31988e-28,0,3,1.54377e-06,1
45,1372.28,809.42,annealing_T=125_h=25,0.0373311,0.00460913,4.51245,0.0656419,0.210342,443.854,4,110.964,9.25621e-95,0,3,3.36992e-07,1
46,1375.81,910.86,annealing_T=125_h=25,0.164288,0.0290014,3.12906,0.0936962,0.280974,154.816,4,38.7039,1.89036e-32,0,3,3.19861e-06,1
47,1385.85,116.4,annealing_T=125_h=25,0.00411064,0.00257529,4.69858,0.325726,0.660642,346.498,4,86.6245,1.00014e-73,0,3,5.06581e-06,1
48,1402.56,205.42,annealing_T=125_h=25,-11.3803,0.749168,-1.16996,0.145344,0.375133,261.052,4,65.263,2.70576e-55,0,3,5.98452e-07,1
49,1495.29,506.97,annealing_T=125_h=25,0.755314,0.0548922,2.8629,0.0391366,0.0783759,75.6761,4,18.919,1.43352e-15,0,3,4.44831e-08,1
50,1499.79,863.07,annealing_T=125_h=25,9.66021,0.683969,-0.4808,0.0934485,0.643066,81.4799,4,20.37,8.46096e-17,0,3,2.55939e-06,1
51,1534.76,404.29,annealing_T=125_h=25,-0.50605,0.251592,1.52602,0.289682,0,26.2229,4,6.55573,2.85325e-05,0,3,4.37172e-07,1
52,1582.85,650.85,annealing_T=125_h=25,-1.23237,0.40555,1.10779,0.205651,0.080662,97.3758,4,24.3439,3.55934e-20,0,3,3.58662e-08,1
53,1584.36,810.43,annealing_T=125_h=25,0.0793448,0.212043,2.79108,1.4626,2.72361,201.076,4,50.269,2.20567e-42,0,3,1.02286e-07,1
54,1732.8,721.22,annealing_T=125_h=25,4.96065,0.143828,2.23098,0.016099,0.0559448,221.224,4,55.306,1.02216e-46,0,3,2.1344e-06,1
55,1772.73,478.13,annealing_T=125_h=25,1.09658,0.244257,1.87213,0.127039,0.118814,93.9746,4,23.4937,1.88275e-19,0,3,1.9898e-07,1
56,1782.9,554.1,annealing_T=125_h=25,4.27634,0.304148,1.74645,0.0410281,0.10587,9.16233,4,2.29058,0.0571675,0,3,9.68842e-08,1
57,1821.11,355.56,annealing_T=125_h=25,11.482,0.171356,2.29359,0.00896426,0.0184197,247.531,4,61.8827,2.2155e-52,0,3,1.13111e-07,1
58,1819.76,993.02,annealing_T=125_h=25,0.00291183,0.00109757,5.49259,0.195295,0.426357,32.8662,4,8.21655,1.27223e-06,0,3,9.54244e-06,1
59,1851.69,556.52,annealing_T=125_h=25,5.5501,0.443447,1.6179,0.0459796,0.165257,7.62405,4,1.90601,0.106362,0,3,9.79554e-07,1
60,454.56,766.05,annealing_T=125_h=25,1.88316,0.203082,1.62705,0.0628716,0.0542605,123.178,4,30.7946,1.11862e-25,0,3,2.05614e-06,1
61,514.55,879.42,annealing_T=125_h=25,6.86484,0.174496,2.00031,0.0145116,0.0938482,330.903,4,82.7256,2.3265e-70,0,3,5.68022e-07,1
62,908.12,729.18,annealing_T=125_h=25,2.40432,0.111319,2.4322,0.025762,0.128033,270.138,4,67.5345,2.97906e-57,0,3,2.00429e-08,1
63,1321.97,528.25,annealing_T=125_h=25,-4.30161e-07,5.03974e-07,9.02788,0.604255,0,11.8918,4,2.97296,0.018174,4,1,0.00740205,0
64,1617.33,986.24,annealing_T=125_h=25,7.03217,0.111374,2.33917,0.00888625,0.04426,465.171,4,116.293,2.27995e-99,0,3,7.12233e-06,1
65,1615.65,704.21,annealing_T=125_h=25,0.403153,0.669887,-0.17992,1.43113,4.64566,13.8361,4,3.45903,0.00783694,0,3,3.17757e-07,1
66,587.12,495.03,annealing_T=125_h=25,2.59741e-05,2.79502e-05,8.21561,0.553532,1.37898,49.6852,4,12.4213,4.20077e-10,0,3,1.99504e-06,1
67,1464.22,944.78,annealing_T=125_h=25,0.128133,0.0616701,2.76179,0.259163,1.24024,125.025,4,31.2563,4.50808e-26,0,3,9.10576e-07,1
68,1652.31,628.84,annealing_T=125_h=25,0.745378,0.275315,1.36432,0.215511,0.370404,35.7953,4,8.94883,3.18828e-07,0,3,2.74885e-09,1
69,1844.45,887.93,annealing_T=125_h=25,1.45544,0.0258391,3.4584,0.00950049,0.0147095,17475.9,4,4368.98,0,0,3,1.3823e-08,1
70,634.14,914.58,annealing_T=125_h=25,1.66487,0.261088,1.62136,0.0934994,0.314887,81.4371,4,20.3593,8.63964e-17,0,3,1.04238e-06,1
71,1423.44,351.36,annealing_T=125_h=25,-0.232699,0.0877649,2.28116,0.208553,0.475436,121.236,4,30.3089,2.90866e-25,0,3,7.02575e-06,1
72,859.78,471.24,annealing_T=125_h=25,5.64157,0.342701,1.64895,0.0357388,0.0802492,40.7196,4,10.1799,3.07222e-08,0,3,3.9451e-06,1
73,1088.6,520.66,annealing_T=125_h=25,9.30536,0.128628,2.42251,0.00768837,0.0121882,354.653,4,88.6632,1.73522e-75,0,3,6.44904e-10,1
74,1174.35,651.63,annealing_T=125_h=25,-2.01731,0.443117,0.844459,0.135933,0.110116,96.3682,4,24.092,5.831e-20,0,3,9.20634e-10,1
75,1679.25,252.72,annealing_T=125_h=25,3.8017,0.389676,1.44642,0.0606822,0.239193,179.111,4,44.7778,1.15724e-37,0,3,2.02882e-09,1
76,1721.49,804.56,annealing_T=125_h=25,1.80478,0.284657,1.61764,0.0905083,0.698657,65.4878,4,16.372,2.03095e-13,0,3,1.10822e-05,1
77,805.09,191.09,annealing_T=125_h=25,1.07265,0.130394,2.17408,0.0677983,0.150983,99.7647,4,24.9412,1.10392e-20,0,3,2.85257e-07,1
78,829.06,883.12,annealing_T=125_h=25,137.924,0.726572,0.452175,0.00449909,0.0195239,43730.7,4,10932.7,0,0,3,3.22888e-09,1
79,1267.98,786.38,annealing_T=125_h=25,2.59959,0.0423217,3.28361,0.00875399,0.288011,23797.5,4,5949.36,0,0,3,9.62054e-07,1
80,1335.46,624.9,annealing_T=125_h=25,0.0233862,0.0103033,4.1446,0.230487,0.0569591,203.559,4,50.8898,6.45036e-43,0,3,1.75796e-05,1
81,1537.05,136.51,annealing_T=125_h=25,1.73667,0.188143,1.75136,0.062696,0.293165,252.152,4,63.038,2.23838e-53,0,3,9.9952e-07,1
82,1558.43,206.69,annealing_T=125_h=25,2.99898,0.11672,2.2555,0.0215088,0.166005,24.2446,4,6.06115,7.13445e-05,0,3,5.30092e-08,1
83,573.96,120.15,annealing_T=125_h=25,2.069,0.140479,2.09186,0.038652,0.204875,222.4,4,55.6,5.70726e-47,0,3,2.45023e-08,1
84,912.77,404.15,annealing_T=125_h=25,1.21357,0.0696303,3.37914,0.0364625,0.283035,1377.03,4,344.259,6.59795e-297,0,3,2.99758e-08,1
85,1734.9,907.69,annealing_T=125_h=25,13.1918,0.313441,1.60758,0.0138847,0.0345258,209.488,4,52.3721,3.42337e-44,0,3,8.85169e-08,1
86,490.59,96.72,annealing_T=125_h=25,3.12866,0.0692179,2.63391,0.0122463,0.0933581,204.627,4,51.1567,3.80199e-43,0,3,7.70733e-07,1
87,792.9,248.28,annealing_T=125_h=25,2.11374,0.200771,1.86341,0.0545672,0.302186,136.799,4,34.1997,1.3673e-28,0,3,3.7249e-07,1
88,870.76,651.5,annealing_T=125_h=25,49.0176,0.168281,2.48749,0.00206272,0.0341688,1328.4,4,332.099,2.32066e-286,0,3,2.88681e-08,1
89,1097.6,198.89,annealing_T=125_h=25,0.504224,0.183858,1.64214,0.20917,0.700825,94.315,4,23.5787,1.59376e-19,0,3,1.44581e-09,1
90,1769.25,209.37,annealing_T=125_h=25,4.68799,0.117091,2.33763,0.0139254,0.0635263,468.237,4,117.059,4.95283e-100,0,3,3.62203e-06,1
