spot,phase,B_R16,Berr_R16,chi2_R16,ndf_R16,chi2ndf_R16,fit_status_R16,covmatrix_status_R16,edm_R16,converged_R16,B_R24,Berr_R24,chi2_R24,ndf_R24,chi2ndf_R24,fit_status_R24,covmatrix_status_R24,edm_R24,converged_R24
13,annealing_T=150_h=5,2.43078,0.519471,31.7271,4,7.93178,0,3,1.38325e-06,1,6.46502,1.64966,38.0354,4,9.50886,1,2,8.6245e-07,0
14,annealing_T=150_h=5,3.40711,0.049089,113.891,4,28.4728,0,3,1.75658e-06,1,3.5459,0.0809668,122.761,4,30.6903,0,3,1.60758e-06,1
15,annealing_T=150_h=5,1.82617,0.0206292,185.713,4,46.4282,0,3,7.29411e-07,1,1.84403,0.0309769,299.766,4,74.9415,0,3,3.22242e-07,1
16,annealing_T=150_h=5,2.5105,0.409246,130.115,4,32.5287,0,3,8.87878e-07,1,3.24563,0.632663,129.693,4,32.4231,0,3,2.71388e-08,1
17,annealing_T=150_h=5,3.05926,0.594803,71.3205,4,17.8301,0,3,8.53514e-10,1,3.78951,0.624738,59.5159,4,14.879,0,3,1.24241e-06,1
18,annealing_T=150_h=5,2.48567,0.279264,147.705,4,36.9263,0,3,1.39985e-06,1,0.544028,0.276462,109.087,4,27.2718,0,3,5.98181e-06,1
19,annealing_T=150_h=5,1.44863,0.0148227,43.3893,4,10.8473,0,3,1.49914e-07,1,1.49853,0.0214069,131.391,4,32.8476,0,3,2.27446e-08,1
20,annealing_T=150_h=5,2.26963,0.00494922,172.34,4,43.0851,0,3,6.11486e-06,1,2.36267,0.00627241,135.074,4,33.7686,0,3,8.48502e-08,1
21,annealing_T=150_h=5,2.07539,0.0172302,42.7816,4,10.6954,0,3,1.51096e-06,1,1.95622,0.0240626,103.676,4,25.9189,0,3,1.33769e-05,1
22,annealing_T=150_h=5,1.80121,0.321808,38.8239,4,9.70597,0,3,1.37242e-08,1,1.67818,0.250491,111.44,4,27.86,0,3,1.72803e-06,1
23,annealing_T=150_h=5,1.75644,0.0219797,11.4197,4,2.85491,0,3,3.74884e-07,1,1.81602,0.0374337,19.3697,4,4.84242,0,3,2.73533e-08,1
24,annealing_T=150_h=5,3.83949,0.468882,25.5632,4,6.39079,0,3,1.21893e-05,1,2.62008,0.246623,85.4984,4,21.3746,0,3,4.46654e-08,1
25,annealing_T=150_h=5,11.2547,0.107008,1363.05,4,340.763,0,3,4.13733e-07,1,11.7263,0.00874787,1357.68,4,339.421,1,2,2.94663e-06,0
26,annealing_T=150_h=5,2.05617,0.302244,17.9211,4,4.48027,0,3,6.79436e-07,1,4.76771,3.90496,21.5659,4,5.39147,0,3,9.13618e-08,1
27,annealing_T=150_h=5,4.87498,0.0352929,687.106,4,171.777,0,3,2.25933e-06,1,5.01845,0.042244,404.697,4,101.174,0,3,2.13829e-07,1
28,annealing_T=150_h=5,3.38866,0.482864,168.98,4,42.245,0,3,7.37105e-08,1,3.07186,0.28654,157.26,4,39.315,0,3,9.63833e-06,1
29,annealing_T=150_h=5,2.17253,0.212526,131.19,4,32.7974,0,3,1.74888e-08,1,3.70108,0.286304,156.906,4,39.2265,0,3,1.72258e-06,1
30,annealing_T=150_h=5,14.5548,0.613818,198.765,4,49.6912,4,1,0.0144233,0,15.8207,0.571258,403.872,4,100.968,4,1,0.112645,0
31,annealing_T=150_h=5,2.09638,0.0271968,413.436,4,103.359,0,3,2.33676e-07,1,2.00214,0.038776,377.529,4,94.3822,0,3,3.1766e-06,1
32,annealing_T=150_h=5,1.90263,0.0473376,64.3115,4,16.0779,0,3,5.2978e-06,1,1.9954,0.0829368,10.3677,4,2.59192,0,3,3.20932e-10,1
33,annealing_T=150_h=5,1.61821,0.00101013,937.9,4,234.475,0,3,1.79729e-06,1,1.64549,0.0012033,1184.69,4,296.173,0,3,1.15759e-08,1
34,annealing_T=150_h=5,2.4418,0.0949592,49.7105,4,12.4276,0,3,6.70437e-10,1,2.64612,0.188701,33.2254,4,8.30636,0,3,1.14476e-09,1
35,annealing_T=150_h=5,2.83342,0.138375,19.0991,4,4.77477,0,3,1.08834e-12,1,2.86748,0.231227,48.421,4,12.1053,0,3,4.66556e-07,1
36,annealing_T=150_h=5,18.7876,1.40651,191.635,4,47.9087,4,1,0.00102722,0,0.013349,0.41857,84.2068,4,21.0517,0,3,9.91468e-07,1
37,annealing_T=150_h=5,1.96345,0.0776513,287.283,4,71.8207,0,3,4.00173e-06,1,2.66378,0.204559,362.951,4,90.7377,0,3,1.6275e-06,1
38,annealing_T=150_h=5,1.11625,0.0437679,104.922,4,26.2306,0,3,9.32066e-07,1,1.16263,0.088502,135.829,4,33.9573,0,3,6.51037e-07,1
39,annealing_T=150_h=5,2.81906,0.339408,111.854,4,27.9635,0,3,2.77151e-06,1,0.936046,0.570755,73.9508,4,18.4877,0,3,4.58571e-07,1
40,annealing_T=150_h=5,5.76573,0.643989,80.3823,4,20.0956,0,3,3.22805e-08,1,7.94173,1.64437,92.7473,4,23.1868,0,3,5.63042e-06,1
41,annealing_T=150_h=5,1.57948,0.0743981,177.607,4,44.4018,0,3,1.32382e-05,1,1.64922,0.0923354,155.083,4,38.7708,0,3,5.85755e-07,1
42,annealing_T=150_h=5,2.84237,0.354937,314.61,4,78.6526,0,3,3.21975e-08,1,3.40909,0.314851,478.44,4,119.61,0,3,3.04637e-09,1
43,annealing_T=150_h=5,2.49094,0.0303325,64.3566,4,16.0892,0,3,2.42164e-08,1,2.55719,0.0431043,27.7498,4,6.93744,0,3,4.56132e-07,1
44,annealing_T=150_h=5,6.39401,2.03972,208.775,4,52.1937,1,2,1.07921e-06,0,0.852145,0.296432,251.233,4,62.8083,0,3,7.35655e-10,1
45,annealing_T=150_h=5,3.25117,0.0469479,113.931,4,28.4827,0,3,8.65225e-07,1,3.45759,0.0715361,76.2825,4,19.0706,0,3,6.99989e-06,1
46,annealing_T=150_h=5,2.28183,0.0916945,67.2614,4,16.8154,0,3,6.81089e-09,1,2.48675,0.182761,100.404,4,25.1011,0,3,3.53435e-06,1
47,annealing_T=150_h=5,2.61269,0.42418,109.794,4,27.4486,0,3,9.04806e-07,1,2.17212,2.2674,63.8168,4,15.9542,0,3,8.91751e-06,1
48,annealing_T=150_h=5,1.58172,0.249185,105.027,4,26.2568,0,3,2.03187e-09,1,2.6869,0.671955,176.258,4,44.0646,0,3,2.56019e-07,1
49,annealing_T=150_h=5,2.66703,0.0434178,138.569,4,34.6424,0,3,1.15591e-07,1,2.64559,0.0593526,75.7639,4,18.941,0,3,1.58473e-07,1
50,annealing_T=150_h=5,1.2143,0.0958268,203.904,4,50.9761,0,3,4.31938e-06,1,0.971467,0.0984306,273.413,4,68.3532,0,3,3.07717e-08,1
51,annealing_T=150_h=5,-1.38273,0.234001,61.547,4,15.3867,0,3,1.71777e-08,1,-0.803765,0.116295,28.9623,4,7.24058,0,3,1.85462e-06,1
52,annealing_T=150_h=5,2.20525,0.541873,250.527,4,62.6317,0,3,2.34301e-06,1,1.23959,0.106044,504.161,4,126.04,0,3,2.62099e-06,1
53,annealing_T=150_h=5,1.94187,0.394541,88.2885,4,22.0721,0,3,2.20439e-07,1,0.931102,0.406255,171.743,4,42.9358,0,3,1.63473e-07,1
54,annealing_T=150_h=5,2.13011,0.0158717,307.535,4,76.8837,0,3,2.14752e-10,1,2.24288,0.0259582,328.416,4,82.1041,0,3,8.41019e-08,1
55,annealing_T=150_h=5,1.7041,0.0809016,41.3096,4,10.3274,0,3,5.03277e-08,1,1.87816,0.13928,78.5792,4,19.6448,0,3,2.1054e-08,1
56,annealing_T=150_h=5,1.12197,0.0586568,253.303,4,63.3258,0,3,6.61314e-07,1,1.38677,0.102881,130.093,4,32.5232,0,3,2.11313e-06,1
57,annealing_T=150_h=5,2.33331,0.00933825,312.251,4,78.0628,0,3,1.66696e-06,1,2.45656,0.0126814,104.404,4,26.101,0,3,9.41348e-07,1
58,annealing_T=150_h=5,-0.270649,0.0969946,48.8596,4,12.2149,0,3,1.9244e-09,1,-20.1205,2,197.492,4,49.373,0,3,1.04531e-08,1
59,annealing_T=150_h=5,1.71456,0.088892,51.6445,4,12.9111,0,3,2.79201e-06,1,1.79048,0.110408,86.3237,4,21.5809,0,3,5.36149e-06,1
60,annealing_T=150_h=5,2.02936,0.101154,62.3305,4,15.5826,0,3,3.98152e-06,1,2.35494,0.175252,109.402,4,27.3504,0,3,1.20494e-06,1
61,annealing_T=150_h=5,1.8997,0.00765756,149.493,4,37.3732,0,3,2.01534e-07,1,2.01831,0.0107605,134.661,4,33.6653,0,3,1.1516e-06,1
62,annealing_T=150_h=5,1.87074,0.0584658,215.255,4,53.8137,0,3,1.39138e-07,1,1.27003,0.0797071,232.633,4,58.1582,0,3,1.6744e-07,1
63,annealing_T=150_h=5,9.82418,1.06517,30.197,4,7.54924,4,1,4.08249e-05,0,13.4157,0.377079,79.6187,4,19.9047,4,1,0.00138294,0
64,annealing_T=150_h=5,2.18395,0.0381837,105.747,4,26.4369,0,3,4.59056e-08,1,2.30503,0.071978,138.87,4,34.7176,0,3,9.37914e-06,1
65,annealing_T=150_h=5,4.60276,1.41174,102.696,4,25.674,0,3,4.34844e-09,1,9.58148,0.865728,38.1057,4,9.52641,1,2,8.35817e-07,0
66,annealing_T=150_h=5,0.0786514,0.107037,193.501,4,48.3753,0,3,9.57118e-08,1,1.4254,1.78702,23.5489,4,5.88723,0,3,1.20689e-05,1
67,annealing_T=150_h=5,-0.773939,0.154592,37.8031,4,9.45077,0,3,4.44969e-09,1,0.0110191,0.125803,108.111,4,27.0277,0,3,6.64958e-08,1
68,annealing_T=150_h=5,-0.379752,0.077948,161.526,4,40.3815,0,3,5.69127e-08,1,-1.06817,0.174289,89.252,4,22.313,0,3,1.89437e-08,1
69,annealing_T=150_h=5,1.16174,0.103679,77.4979,4,19.3745,0,3,3.82549e-09,1,1.02103,0.154949,46.0383,4,11.5096,0,3,7.79942e-06,1
70,annealing_T=150_h=5,0.773007,0.176447,87.4628,4,21.8657,0,3,8.95415e-08,1,10.7972,1.18615,334.266,4,83.5665,1,2,1.53276e-06,0
71,annealing_T=150_h=5,13.3738,0.162914,97.2773,4,24.3193,4,1,0.0332852,0,13.3144,0.205592,178.755,4,44.6886,4,1,0.0349897,0
72,annealing_T=150_h=5,0.665079,0.318209,126.028,4,31.507,0,3,5.42093e-08,1,1.34715,0.155609,113.744,4,28.436,0,3,1.97325e-08,1
73,annealing_T=150_h=5,2.39589,0.00350078,1678.66,4,419.664,0,3,7.74736e-09,1,2.4535,0.00462367,1176.41,4,294.103,0,3,1.22256e-07,1
74,annealing_T=150_h=5,0.080652,0.121652,33.242,4,8.31049,0,3,7.16149e-07,1,0.567646,0.0976654,96.8694,4,24.2173,0,3,5.93943e-06,1
75,annealing_T=150_h=5,1.64721,0.0473748,49.4884,4,12.3721,0,3,5.33783e-06,1,1.65761,0.0658372,23.7976,4,5.9494,0,3,4.59676e-08,1
76,annealing_T=150_h=5,1.14418,0.0430198,81.0533,4,20.2633,0,3,8.9846e-06,1,0.707486,0.080931,134.639,4,33.6596,0,3,7.54869e-10,1
77,annealing_T=150_h=5,1.8433,0.101231,120.913,4,30.2283,0,3,5.69165e-09,1,0.804903,0.1146,90.2955,4,22.5739,0,3,3.72158e-06,1
78,annealing_T=150_h=5,1.88807,0.0171974,194.631,4,48.6578,0,3,1.59087e-06,1,1.90116,0.0280278,374.835,4,93.7087,0,3,1.17728e-05,1
79,annealing_T=150_h=5,12.1081,0.179888,483.801,4,120.95,0,3,5.12329e-08,1,12.7095,0.0780103,304.143,4,76.0356,1,2,4.71133e-07,0
80,annealing_T=150_h=5,2.97797,0.612127,361.979,4,90.4948,0,3,2.459e-06,1,13.3497,0.268682,192.361,4,48.0902,4,1,0.00450332,0
81,annealing_T=150_h=5,1.28993,0.0406474,91.5339,4,22.8835,0,3,8.55785e-08,1,1.3897,0.0602167,59.0447,4,14.7612,0,3,5.58817e-06,1
82,annealing_T=150_h=5,2.28673,0.0230447,223.467,4,55.8668,0,3,3.51837e-08,1,2.4014,0.0346747,127.862,4,31.9656,0,3,1.18902e-05,1
83,annealing_T=150_h=5,2.21374,0.0463297,39.1884,4,9.79709,0,3,1.28752e-06,1,2.34272,0.0687863,17.6629,4,4.41573,0,3,3.38341e-06,1
84,annealing_T=150_h=5,2.41855,0.0298881,126.21,4,31.5526,0,3,1.12977e-06,1,2.50461,0.0394001,116.537,4,29.1344,0,3,1.50961e-06,1
85,annealing_T=150_h=5,1.85742,0.0546657,116.989,4,29.2473,0,3,2.47881e-07,1,1.89081,0.105275,264.451,4,66.1128,0,3,1.1647e-05,1
86,annealing_T=150_h=5,2.40165,0.0193077,30.6942,4,7.67356,0,3,1.19872e-07,1,2.4277,0.0267422,27.7444,4,6.9361,0,3,8.38351e-10,1
87,annealing_T=150_h=5,1.49816,0.0482625,15.0452,4,3.7613,0,3,7.79347e-08,1,1.28813,0.0631616,101.379,4,25.3447,0,3,3.67595e-08,1
88,annealing_T=150_h=5,2.39494,0.00172904,2342.46,4,585.616,0,3,7.62233e-09,1,2.41462,0.00187951,2909.44,4,727.359,0,3,3.27468e-11,1
89,annealing_T=150_h=5,3.01343,0.0824054,75.7211,4,18.9303,0,3,9.4379e-06,1,3.85098,0.228685,81.4835,4,20.3709,0,3,2.74097e-06,1
90,annealing_T=150_h=5,2.00444,0.027945,83.3094,4,20.8273,0,3,1.07138e-07,1,1.96752,0.0337476,312.406,4,78.1015,0,3,1.38441e-07,1
