spot,x,y,phase,A,A_stat_error,B,B_stat_error,deltaB,chi2,ndf,chi2ndf,prob,fit_status,covmatrix_status,edm,converged
78,829.06,883.12,annealing_T=125_h=5,19.8063,0.160737,2.24244,0.00464598,0.0417463,2570.25,4,642.562,0,0,3,3.69351e-07,1
79,1266.5,787.18,annealing_T=125_h=5,8.79338,0.172425,1.98807,0.0110193,0.0694175,78.4979,4,19.6245,3.62378e-16,0,3,3.2023e-07,1
80,1335.46,624.9,annealing_T=125_h=5,0.185038,0.0054428,4.5431,0.0154566,0.0378416,71.9792,4,17.9948,8.66967e-15,0,3,1.90541e-07,1
81,1535.27,136.79,annealing_T=125_h=5,1.02993,0.150174,2.14401,0.0829829,0.362863,174.041,4,43.5103,1.41915e-36,0,3,1.29107e-06,1
82,1556.2,207.38,annealing_T=125_h=5,3.61287,0.197389,1.77669,0.0308429,0.0704481,198.083,4,49.5207,9.70573e-42,0,3,5.5336e-08,1
83,573.96,120.15,annealing_T=125_h=5,2.53427,0.308619,1.62511,0.0702688,0.145369,42.072,4,10.518,1.61178e-08,0,3,3.24495e-08,1
84,912.77,404.15,annealing_T=125_h=5,6.1096,0.0433825,3.07635,0.00397206,0.02159,72.0887,4,18.0222,8.21984e-15,0,3,1.13381e-06,1
85,1734.9,907.69,annealing_T=125_h=5,-8.16999e-11,1.25578e-10,13.45,0.723446,0,155.01,4,38.7524,1.7179e-32,4,1,0.00433181,0
86,490.59,96.72,annealing_T=125_h=5,7.10922,0.128121,2.31345,0.0101084,0.00463118,171.738,4,42.9345,4.43015e-36,0,3,5.82115e-09,1
87,792.9,248.28,annealing_T=125_h=5,2.86721,0.235986,1.51928,0.0478567,0.344245,144.457,4,36.1142,3.13506e-30,0,3,8.84777e-08,1
88,870.76,651.5,annealing_T=125_h=5,18.5484,0.164422,2.27426,0.00508285,0.0767358,439.556,4,109.889,7.86384e-94,0,3,1.22802e-07,1
89,1097.6,198.89,annealing_T=125_h=5,-6.35097,0.814623,-24.4549,1256.42,26.6516,75.5186,4,18.8797,1.54781e-15,0,3,1.318e-06,1
90,1769.25,209.37,annealing_T=125_h=5,6.0103,0.0956825,2.39741,0.00889871,0.0315985,212.994,4,53.2484,6.03164e-45,0,3,1.08014e-06,1
