spot,phase,lambda_R16,lambdaerr_R16,chi2_R16,ndf_R16,chi2ndf_R16,fit_status_R16,covmatrix_status_R16,edm_R16,converged_R16,lambda_R24,lambdaerr_R24,chi2_R24,ndf_R24,chi2ndf_R24,fit_status_R24,covmatrix_status_R24,edm_R24,converged_R24
45,annealing_T=100_h=5,0.0677801,0.00430904,98.5517,2,49.2758,0,3,5.25013e-07,1,0.0903795,0.00696827,146.588,2,73.2939,0,3,7.52625e-10,1
46,annealing_T=100_h=5,0.0861629,0.00570699,10.7199,2,5.35994,0,3,3.99446e-06,1,0.115707,0.00904993,55.6142,2,27.8071,0,3,1.41739e-05,1
47,annealing_T=100_h=5,0.111094,0.0082279,73.5638,2,36.7819,0,3,1.38572e-08,1,0.0329077,0.0115746,182.701,2,91.3506,0,3,4.50503e-06,1
48,annealing_T=100_h=5,0.0348059,0.00432024,105.89,2,52.945,0,3,2.32367e-08,1,0.00321706,0.00748312,63.9926,2,31.9963,0,3,2.71145e-11,1
49,annealing_T=100_h=5,0.0858097,0.0113091,29.3335,2,14.6668,0,3,5.30613e-08,1,0.112917,0.0185223,4.84292,2,2.42146,0,3,3.52305e-06,1
50,annealing_T=100_h=5,0.0563258,0.000198039,304.017,2,152.009,0,3,6.53976e-06,1,0.0569651,0.000210915,267.547,2,133.774,0,3,1.21545e-06,1
51,annealing_T=100_h=5,0.0541463,0.000608183,28.2472,2,14.1236,0,3,2.69819e-09,1,0.0492773,0.000886765,34.3499,2,17.175,0,3,1.34869e-09,1
52,annealing_T=100_h=5,0.0814967,0.0023106,19.507,2,9.75351,0,3,1.48215e-06,1,0.073202,0.00333567,51.229,2,25.6145,0,3,5.82015e-08,1
53,annealing_T=100_h=5,0.0655602,0.000940316,382.866,2,191.433,0,3,1.07052e-09,1,0.0705736,0.00122363,291.339,2,145.67,0,3,4.5839e-09,1
54,annealing_T=100_h=5,0.0757699,0.00602981,116.985,2,58.4926,0,3,4.7611e-08,1,0.097731,0.00999724,286.119,2,143.059,0,3,2.85768e-06,1
55,annealing_T=100_h=5,0.0584905,0.000819157,170.245,2,85.1226,0,3,1.41716e-08,1,0.0575368,0.00107529,111.283,2,55.6417,0,3,4.23283e-07,1
56,annealing_T=100_h=5,0.128685,0.00839402,105.13,2,52.5651,0,3,2.41914e-08,1,0.136013,0.0167485,53.0012,2,26.5006,0,3,7.01584e-07,1
57,annealing_T=100_h=5,0.0812912,0.00567688,59.1563,2,29.5781,0,3,2.86692e-07,1,0.0821476,0.00842551,84.0582,2,42.0291,0,3,1.07103e-05,1
58,annealing_T=100_h=5,0.0593211,0.00092427,113.549,2,56.7745,0,3,4.77372e-07,1,0.0588184,0.00122751,84.6822,2,42.3411,0,3,2.27273e-08,1
59,annealing_T=100_h=5,-0.300337,0.202801,50.7666,2,25.3833,0,3,9.63276e-06,1,-0.360205,0.0948344,126.002,2,63.0011,0,3,8.69737e-08,1
60,annealing_T=100_h=5,-1.83271,0.0431372,67.1122,2,33.5561,4,1,0.0138064,0,-0.408922,0.0917314,72.1013,2,36.0507,0,3,6.64941e-06,1
61,annealing_T=100_h=5,0.0769763,0.000857717,375.805,2,187.903,0,3,9.82385e-07,1,0.0698673,0.00112001,195.279,2,97.6394,0,3,9.66812e-08,1
62,annealing_T=100_h=5,0.168481,0.00994996,0.243366,2,0.121683,0,3,2.09234e-07,1,0.142736,0.0135998,174.938,2,87.469,0,3,2.16849e-08,1
63,annealing_T=100_h=5,-0.313868,0.0942398,25.3886,2,12.6943,0,3,2.04525e-07,1,-0.459554,0.183614,3.47544,2,1.73772,0,3,1.8997e-05,1
64,annealing_T=100_h=5,0.121371,0.00952911,39.3764,2,19.6882,0,3,1.45052e-11,1,0.139839,0.0206405,15.5648,2,7.78242,0,3,1.10092e-09,1
65,annealing_T=100_h=5,0.0961115,0.00171482,67.4686,2,33.7343,0,3,6.48668e-08,1,0.102874,0.00204267,22.8996,2,11.4498,0,3,3.32396e-08,1
66,annealing_T=100_h=5,0.0468747,0.00597279,18.7845,2,9.39225,0,3,8.61518e-09,1,0.0480434,0.0105473,12.1316,2,6.06582,0,3,3.36097e-08,1
67,annealing_T=100_h=5,0.0697045,0.00482963,0.49758,2,0.24879,0,3,6.40453e-07,1,0.117963,0.00702342,85.1541,2,42.5771,0,3,1.2699e-06,1
68,annealing_T=100_h=5,0.0688155,0.000573537,147.23,2,73.6148,0,3,7.91064e-08,1,0.0658932,0.000731382,83.4432,2,41.7216,0,3,5.29649e-06,1
69,annealing_T=100_h=5,0.0520767,0.000237635,31.8553,2,15.9276,0,3,1.96352e-09,1,0.0521896,0.000267559,41.9379,2,20.969,0,3,3.3231e-09,1
70,annealing_T=100_h=5,0.0873371,0.00360438,31.0023,2,15.5011,0,3,1.23457e-07,1,0.123696,0.00574418,85.7001,2,42.85,0,3,2.22009e-09,1
71,annealing_T=100_h=5,0.0441503,0.00127963,80.8478,2,40.4239,0,3,5.86608e-08,1,0.0326437,0.00189048,14.8555,2,7.42776,0,3,8.45075e-09,1
72,annealing_T=100_h=5,0.0674623,0.0045651,56.7764,2,28.3882,0,3,7.76539e-07,1,0.0764928,0.00879222,79.9514,2,39.9757,0,3,1.62408e-07,1
73,annealing_T=100_h=5,0.0665581,0.00240088,60.192,2,30.096,0,3,9.86511e-09,1,0.0676532,0.00336636,89.1416,2,44.5708,0,3,8.80754e-09,1
74,annealing_T=100_h=5,0.0589157,0.0015673,21.8732,2,10.9366,0,3,7.96944e-08,1,0.0544067,0.00230177,28.6296,2,14.3148,0,3,5.7148e-07,1
75,annealing_T=100_h=5,0.067524,0.00172709,100.746,2,50.3728,0,3,2.16319e-08,1,0.0564143,0.00282209,85.3913,2,42.6956,0,3,9.55162e-08,1
76,annealing_T=100_h=5,0.258578,0.0655728,18.0778,2,9.03889,0,3,1.22479e-06,1,-0.0258357,0.0555204,74.0429,2,37.0214,0,3,7.26028e-07,1
77,annealing_T=100_h=5,0.031218,0.00640599,37.1612,2,18.5806,0,3,3.95806e-08,1,0.0416303,0.00924845,12.7298,2,6.36492,0,3,7.02587e-07,1
78,annealing_T=100_h=5,-0.0560505,0.00435214,1189.31,2,594.655,0,3,1.64328e-06,1,-0.0792142,0.00754495,415.005,2,207.503,0,3,4.02506e-08,1
79,annealing_T=100_h=5,0.0776479,0.00776823,6.79176,2,3.39588,0,3,4.07115e-06,1,0.0615743,0.0102467,0.387209,2,0.193604,0,3,1.48543e-08,1
80,annealing_T=100_h=5,0.0515661,0.000336888,60.1244,2,30.0622,0,3,6.37544e-08,1,0.0523165,0.000428459,20.7712,2,10.3856,0,3,5.21335e-06,1
81,annealing_T=100_h=5,0.0649222,0.00024755,6.30209,2,3.15105,0,3,2.61095e-07,1,0.066825,0.000309928,11.4463,2,5.72314,0,3,2.43777e-06,1
82,annealing_T=100_h=5,0.0518194,0.00253969,74.3748,2,37.1874,0,3,8.63523e-08,1,0.0559759,0.00460446,36.5713,2,18.2856,0,3,4.55697e-07,1
83,annealing_T=100_h=5,0.0887298,0.0015937,79.3615,2,39.6808,0,3,2.74415e-08,1,0.0870017,0.00230974,89.1295,2,44.5647,0,3,4.7337e-06,1
84,annealing_T=100_h=5,1.11924,0,46.6085,2,23.3043,4,0,5.94727e-06,0,0.232995,0.126979,30.3599,2,15.18,0,3,1.71683e-06,1
85,annealing_T=100_h=5,0.0774349,0.00128533,219.868,2,109.934,0,3,1.09404e-06,1,0.0812258,0.00163413,93.6626,2,46.8313,0,3,1.54067e-08,1
86,annealing_T=100_h=5,0.0815543,0.000376628,152.358,2,76.179,0,3,7.41629e-10,1,0.0816281,0.000454338,140.026,2,70.013,0,3,1.00468e-09,1
87,annealing_T=100_h=5,0.0642831,0.00553608,182.879,2,91.4393,0,3,3.95301e-10,1,0.0929711,0.00959197,104.235,2,52.1175,0,3,4.15172e-10,1
88,annealing_T=100_h=5,0.120847,0.0287049,33.9463,2,16.9732,0,3,1.17446e-08,1,-1.21321,0.256139,22.3936,2,11.1968,1,2,6.3002e-06,0
